year,tournament_id,tier,champion_name,champion_ids,champion_real_count,champion_ovr_avg,classification,main_draw_size,simulated_entrants,incomplete
2026,tournament-2026-san-gol-w04-1,Gold,"Javier Martínez & Manuel Castaño Salguero",real_javier_martinez|real_manuel_castano_salguero,2,80,100%_reais,24,24,false
2026,tournament-2026-osa-eli-w08-5,Elite,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96,100%_reais,20,20,false
2026,tournament-2026-riy-bro-w09-1,Bronze,"João Silva & Franco Herrera",athleteprofile-1767226955915-szhxro|athleteprofile-1767226941915-kqu8bm,0,82,100%_bots,16,16,false
2026,tournament-2026-sto-gol-w09-2,Gold,"Juan Ignacio De Pascual & Álvaro Cepero",real_juan_ignacio_de_pascual|real_alvaro_cepero,2,81,100%_reais,24,24,false
2026,tournament-2026-bkk-mas-w09-3,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96,100%_reais,24,24,false
2026,tournament-2026-cph-gol-w10-1,Gold,"Antonio Fernández & Francisco Manuel Gil",real_antonio_fernandez|real_francisco_manuel_gil,2,80.5,100%_reais,24,23,true
2026,tournament-2026-nyc-mas-w10-3,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96,100%_reais,24,24,false
2026,tournament-2026-cun-pla-w10-2,Platinum,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96,100%_reais,32,32,false
2026,tournament-2026-mum-bro-w11-1,Bronze,"João Giménez & Álvaro Costa",athleteprofile-1767226950915-t2zyz4|athleteprofile-1767226996915-qw9vsc,0,80,100%_bots,16,16,false
2026,tournament-2026-sha-sil-w11-2,Silver,"Thiago Ortiz & André Romero",athleteprofile-1767227028915-tc4ta4|athleteprofile-1767226935915-kztevz,0,79.5,100%_bots,16,16,false
2026,tournament-2026-sao-mas-w11-3,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96,100%_reais,24,24,false
2026,tournament-2026-mex-gol-w12-1,Gold,"José Antonio Diestro & Ignacio Piotto Albornoz",real_jose_antonio_diestro|real_ignacio_piotto_albornoz,2,81,100%_reais,24,24,false
2026,tournament-2026-seo-mas-w12-3,Masters,"Juan Lebrón & Leandro Augsburger",real_juan_lebron|real_leandro_augsburger,2,89.5,100%_reais,24,24,false
2026,tournament-2026-syd-pla-w12-2,Platinum,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96,100%_reais,32,32,false
2026,tournament-2026-akl-bro-w13-1,Bronze,"João Silva & Franco Herrera",athleteprofile-1767226955915-szhxro|athleteprofile-1767226941915-kqu8bm,0,82,100%_bots,16,16,false
2026,tournament-2026-mon-gol-w13-2,Gold,"Pablo Lijó & Javier Ruiz",real_pablo_lijo|real_javier_ruiz,2,82,100%_reais,24,24,false
2026,tournament-2026-cas-mas-w13-4,Masters,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,94,100%_reais,24,24,false
2026,tournament-2026-cor-pla-w13-3,Platinum,"Pablo Lijó & Javier Ruiz",real_pablo_lijo|real_javier_ruiz,2,82,100%_reais,32,31,true
2026,tournament-2026-mel-eli-w13-5,Elite,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96,100%_reais,20,20,false
2026,tournament-2026-rio-sil-w14-1,Silver,"Pablo Medina & Gonzalo Santos",athleteprofile-1767227011915-ze2jn0|athleteprofile-1767226969915-dl8yev,0,79,100%_bots,16,16,false
2026,tournament-2026-ist-gol-w14-2,Gold,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96,100%_reais,24,24,false
2026,tournament-2026-lon-bro-w15-1,Bronze,"Martín Sánchez & Nicolás Méndez",athleteprofile-1767226932915-cim4sy|athleteprofile-1767226931915-der2t9,0,81.5,100%_bots,16,16,false
2026,tournament-2026-tok-mas-w15-3,Masters,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,94,100%_reais,24,24,false
2026,tournament-2026-bue-pla-w15-2,Platinum,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96,100%_reais,32,32,false
2026,tournament-2026-sha-gol-w16-1,Gold,"Hugo Acosta & Adrián Castro",athleteprofile-1767226936915-jqqj3n|athleteprofile-1767226925915-3feq9a,0,82.5,100%_bots,24,24,false
2026,tournament-2026-lim-mas-w16-2,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96,100%_reais,24,24,false
2026,tournament-2026-nyc-bro-w17-1,Bronze,"João Giménez & Álvaro Costa",athleteprofile-1767226950915-t2zyz4|athleteprofile-1767226996915-qw9vsc,0,80,100%_bots,16,16,false
2026,tournament-2026-cpt-sil-w17-2,Silver,"Daniel Navarro & Enzo Herrera",athleteprofile-1767226907915-yiq30o|athleteprofile-1767226999915-xpiicm,0,81.5,100%_bots,16,16,false
2026,tournament-2026-lax-gol-w17-3,Gold,"Hugo Acosta & Adrián Castro",athleteprofile-1767226936915-jqqj3n|athleteprofile-1767226925915-3feq9a,0,82.5,100%_bots,24,24,false
2026,tournament-2026-rom-mas-w17-5,Masters,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,94,100%_reais,24,24,false
2026,tournament-2026-mia-pla-w17-4,Platinum,"Antonio Fernández & Francisco Manuel Gil",real_antonio_fernandez|real_francisco_manuel_gil,2,81,100%_reais,32,32,false
2026,tournament-2026-pra-eli-w17-6,Elite,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96,100%_reais,20,20,false
2026,tournament-2026-vie-gol-w18-1,Gold,"Marc Quílez & Federico Mouriño",real_marc_quilez|real_federico_mourino,2,81.5,100%_reais,24,24,false
2026,tournament-2026-seo-mas-w18-2,Masters,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,94,100%_reais,24,24,false
2026,tournament-2026-cas-cro-w18-3,Crown,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96,100%_reais,20,20,false
2026,tournament-2026-akl-bro-w19-1,Bronze,"João Giménez & Álvaro Costa",athleteprofile-1767226950915-t2zyz4|athleteprofile-1767226996915-qw9vsc,0,80,100%_bots,16,16,false
2026,tournament-2026-mex-mas-w19-3,Masters,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,94,100%_reais,24,24,false
2026,tournament-2026-mel-pla-w19-2,Platinum,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,94,100%_reais,32,32,false
2026,tournament-2026-mon-sil-w20-1,Silver,"Thiago Pereira & Ignacio Medina",athleteprofile-1767226904915-hm24k2|athleteprofile-1767226973915-e89mmf,0,83,100%_bots,16,16,false
2026,tournament-2026-tor-gol-w20-2,Gold,"Antonio Fernández & Francisco Manuel Gil",real_antonio_fernandez|real_francisco_manuel_gil,2,81,100%_reais,24,24,false
2026,tournament-2026-riy-mas-w20-4,Masters,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,94,100%_reais,24,24,false
2026,tournament-2026-bog-pla-w20-3,Platinum,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,94,100%_reais,32,32,false
2026,tournament-2026-sha-bro-w21-1,Bronze,"Daniel Navarro & Enzo Herrera",athleteprofile-1767226907915-yiq30o|athleteprofile-1767226999915-xpiicm,0,81.5,100%_bots,16,16,false
2026,tournament-2026-sto-gol-w21-2,Gold,"Juan Ignacio De Pascual & Álvaro Cepero",real_juan_ignacio_de_pascual|real_alvaro_cepero,2,81,100%_reais,24,24,false
2026,tournament-2026-dub-mas-w21-3,Masters,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,94,100%_reais,24,24,false
2026,tournament-2026-cph-mas-w22-2,Masters,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,94.5,100%_reais,24,24,false
2026,tournament-2026-cpt-pla-w22-1,Platinum,"Nicolás Silva & Pedro Martínez",athlete-005|athleteprofile-1767226911915-m5qcnr,0,82,100%_bots,32,32,false
2026,tournament-2026-ath-eli-w22-3,Elite,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,94.5,100%_reais,20,20,false
2026,tournament-2026-bcn-bro-w23-1,Bronze,"Nicolás Ramos & Emiliano Silva",athleteprofile-1767226978915-tu5d74|athleteprofile-1767226940915-udi6n5,0,82.5,100%_bots,16,16,false
2026,tournament-2026-doh-sil-w23-2,Silver,"Pedro Torres & Hugo Alonso",athleteprofile-1767226949915-kqur3p|athleteprofile-1767226962915-85pzfk,0,82,100%_bots,16,16,false
2026,tournament-2026-mum-gol-w23-3,Gold,"Ignacio Vilariño Gestoso & Mario Del Castillo",real_ignacio_vilarino_gestoso|real_mario_del_castillo,2,81.5,100%_reais,24,24,false
2026,tournament-2026-cun-mas-w23-4,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,24,24,false
2026,tournament-2026-syd-bro-w24-1,Bronze,"Pedro Torres & Hugo Alonso",athleteprofile-1767226949915-kqur3p|athleteprofile-1767226962915-85pzfk,0,82,100%_bots,16,16,false
2026,tournament-2026-lon-gol-w24-2,Gold,"Marc Quílez & Federico Mouriño",real_marc_quilez|real_federico_mourino,2,81.5,100%_reais,24,24,false
2026,tournament-2026-cai-mas-w24-4,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,24,24,false
2026,tournament-2026-mad-pla-w24-3,Platinum,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,32,32,false
2026,tournament-2026-sao-gol-w25-1,Gold,"Marc Quílez & Federico Mouriño",real_marc_quilez|real_federico_mourino,2,81.5,100%_reais,24,24,false
2026,tournament-2026-rio-mas-w25-2,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,24,24,false
2026,tournament-2026-cas-bro-w26-1,Bronze,"Enzo Ortiz & Marco Pereira",athleteprofile-1767226922915-j9xfuw|athleteprofile-1767226959915-le534g,0,83,100%_bots,16,16,false
2026,tournament-2026-dub-sil-w26-2,Silver,"Emiliano Santos & Diego Cabrera",athleteprofile-1767226984915-fs8s5c|athleteprofile-1767227052915-m9qgn4,0,77.5,100%_bots,16,16,false
2026,tournament-2026-tok-mas-w26-4,Masters,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,94.5,100%_reais,24,24,false
2026,tournament-2026-nai-pla-w26-3,Platinum,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,94.5,100%_reais,32,32,false
2026,tournament-2026-riy-gol-w27-1,Gold,"Marc Quílez & Federico Mouriño",real_marc_quilez|real_federico_mourino,2,81.5,100%_reais,24,24,false
2026,tournament-2026-cor-mas-w27-3,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,24,24,false
2026,tournament-2026-akl-pla-w27-2,Platinum,"Marc Quílez & Federico Mouriño",real_marc_quilez|real_federico_mourino,2,81.5,100%_reais,32,32,false
2026,tournament-2026-osa-eli-w27-4,Elite,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,20,20,false
2026,tournament-2026-cpt-bro-w28-1,Bronze,"Samuel Suárez & Felipe García",athleteprofile-1767226979915-5to5a4|athleteprofile-1767226971915-amks43,0,80.5,100%_bots,16,16,false
2026,tournament-2026-ams-gol-w28-2,Gold,"Marc Quílez & Federico Mouriño",real_marc_quilez|real_federico_mourino,2,81.5,100%_reais,24,24,false
2026,tournament-2026-mum-mas-w28-3,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,24,24,false
2026,tournament-2026-cun-sil-w29-1,Silver,"Samuel Suárez & Felipe García",athleteprofile-1767226979915-5to5a4|athleteprofile-1767226971915-amks43,0,80.5,100%_bots,16,16,false
2026,tournament-2026-mon-gol-w29-2,Gold,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,94.5,100%_reais,24,24,false
2026,tournament-2026-vie-pla-w29-3,Platinum,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,32,32,false
2026,tournament-2026-sin-cro-w29-4,Crown,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,20,20,false
2026,tournament-2026-lis-bro-w30-1,Bronze,"Pedro Torres & Hugo Alonso",athleteprofile-1767226949915-kqur3p|athleteprofile-1767226962915-85pzfk,0,82,100%_bots,16,16,false
2026,tournament-2026-bkk-mas-w30-2,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,24,24,false
2026,tournament-2026-syd-gol-w31-1,Gold,"Ignacio Vilariño Gestoso & Mario Del Castillo",real_ignacio_vilarino_gestoso|real_mario_del_castillo,2,82,100%_reais,24,24,false
2026,tournament-2026-bue-mas-w31-3,Masters,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95,100%_reais,24,24,false
2026,tournament-2026-san-pla-w31-2,Platinum,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,32,32,false
2026,tournament-2026-ath-bro-w32-1,Bronze,"Daniel Ferrer 165 & Carlos Iglesias",athleteprofile-1767226960915-ool99f|athleteprofile-1767226994915-q8atkq,0,79.5,100%_bots,16,16,false
2026,tournament-2026-mia-sil-w32-2,Silver,"João Giménez & Álvaro Costa",athleteprofile-1767226950915-t2zyz4|athleteprofile-1767226996915-qw9vsc,0,80.5,100%_bots,16,16,false
2026,tournament-2026-mel-gol-w32-3,Gold,"Valentino Gabriel Libaak & Maximiliano Sánchez Blasco",real_valentino_gabriel_libaak|real_maximiliano_sanchez_blasco,2,84,100%_reais,24,24,false
2026,tournament-2026-lim-mas-w32-5,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,24,24,false
2026,tournament-2026-nyc-pla-w32-4,Platinum,"Felipe Acosta & Daniel Ferrer",athleteprofile-1767226916915-jo6q0x|athleteprofile-1767226902915-pm8m9c,0,88,100%_bots,32,32,false
2026,tournament-2026-doh-eli-w32-6,Elite,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,20,20,false
2026,tournament-2026-nai-gol-w33-1,Gold,"Juan Ignacio De Pascual & Álvaro Cepero",real_juan_ignacio_de_pascual|real_alvaro_cepero,2,81,100%_reais,24,24,false
2026,tournament-2026-sha-mas-w33-2,Masters,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95,100%_reais,24,24,false
2026,tournament-2026-sao-bro-w34-1,Bronze,"Enzo Moretti & Miguel Ortiz",athlete-004|athleteprofile-1767226972915-8iokjt,0,76.5,100%_bots,16,16,false
2026,tournament-2026-tor-mas-w34-3,Masters,"Juan Lebrón & Leandro Augsburger",real_juan_lebron|real_leandro_augsburger,2,89.5,100%_reais,24,24,false
2026,tournament-2026-akl-pla-w34-2,Platinum,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95,100%_reais,32,32,false
2026,tournament-2026-cph-sil-w35-1,Silver,"Gonzalo Giménez & Diego Vega",athleteprofile-1767226995915-ofb73e|athleteprofile-1767227001915-vg4klk,0,78.5,100%_bots,16,16,false
2026,tournament-2026-lis-gol-w35-2,Gold,"Felipe Acosta & Daniel Ferrer",athleteprofile-1767226916915-jo6q0x|athleteprofile-1767226902915-pm8m9c,0,88,100%_bots,24,24,false
2026,tournament-2026-tok-mas-w35-3,Masters,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95,100%_reais,24,24,false
2026,tournament-2026-rom-bro-w36-1,Bronze,"João Giménez & Álvaro Costa",athleteprofile-1767226950915-t2zyz4|athleteprofile-1767226996915-qw9vsc,0,80.5,100%_bots,16,16,false
2026,tournament-2026-riy-gol-w36-2,Gold,"Felipe Acosta & Daniel Ferrer",athleteprofile-1767226916915-jo6q0x|athleteprofile-1767226902915-pm8m9c,0,88,100%_bots,24,24,false
2026,tournament-2026-mil-mas-w36-4,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,24,24,false
2026,tournament-2026-cai-pla-w36-3,Platinum,"João Giménez & Álvaro Costa",athleteprofile-1767226950915-t2zyz4|athleteprofile-1767226996915-qw9vsc,0,80.5,100%_bots,32,32,false
2026,tournament-2026-mex-eli-w36-5,Elite,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95,100%_reais,20,20,false
2026,tournament-2026-cor-gol-w37-1,Gold,"João Silva & Franco Herrera",athleteprofile-1767226955915-szhxro|athleteprofile-1767226941915-kqu8bm,0,83.5,100%_bots,24,24,false
2026,tournament-2026-san-mas-w37-2,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,24,24,false
2026,tournament-2026-sin-bro-w38-1,Bronze,"Thiago Acosta & Rubén Méndez",athleteprofile-1767226913915-6koxs5|athleteprofile-1767226981915-xwn19k,0,83.5,100%_bots,16,16,false
2026,tournament-2026-bcn-sil-w38-2,Silver,"Gonzalo Méndez & Miguel Romero",athleteprofile-1767226918915-bhbzf9|athleteprofile-1767226915915-wcvivp,0,85,100%_bots,16,16,false
2026,tournament-2026-lon-mas-w38-4,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,24,24,false
2026,tournament-2026-ams-pla-w38-3,Platinum,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,32,32,false
2026,tournament-2026-cas-gol-w39-1,Gold,"Andrés Fernández Lancha & Juan Ignacio Rubini",real_andres_fernandez_lancha|real_juan_ignacio_rubini,2,81.5,100%_reais,24,24,false
2026,tournament-2026-mum-mas-w39-3,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,24,24,false
2026,tournament-2026-vie-pla-w39-2,Platinum,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,32,32,false
2026,tournament-2026-sto-bro-w40-1,Bronze,"Santiago Alonso & Bruno Romero",athleteprofile-1767226997915-zvc1aa|athleteprofile-1767227017915-to59ch,0,77.5,100%_bots,16,16,false
2026,tournament-2026-mia-gol-w40-2,Gold,"Nicolás Silva & Pedro Martínez",athlete-005|athleteprofile-1767226911915-m5qcnr,0,83,100%_bots,24,24,false
2026,tournament-2026-cph-mas-w40-3,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,24,24,false
2026,tournament-2026-rio-sil-w41-1,Silver,"Gonzalo Méndez & Miguel Romero",athleteprofile-1767226918915-bhbzf9|athleteprofile-1767226915915-wcvivp,0,85,100%_bots,16,16,false
2026,tournament-2026-mon-gol-w41-2,Gold,"Nicolás Silva & Pedro Martínez",athlete-005|athleteprofile-1767226911915-m5qcnr,0,83,100%_bots,24,24,false
2026,tournament-2026-ber-mas-w41-4,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,24,24,false
2026,tournament-2026-pra-pla-w41-3,Platinum,"João Silva & Franco Herrera",athleteprofile-1767226955915-szhxro|athleteprofile-1767226941915-kqu8bm,0,83.5,100%_bots,32,32,false
2026,tournament-2026-ist-eli-w41-5,Elite,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95,100%_reais,20,20,false
2026,tournament-2026-cpt-cro-w41-6,Crown,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,20,20,false
2026,tournament-2026-riy-bro-w42-1,Bronze,"Felipe Vega & Samuel Acosta",athleteprofile-1767226958915-1mrae5|athleteprofile-1767227085915-0arzhg,0,79.5,100%_bots,16,16,false
2026,tournament-2026-bkk-mas-w42-2,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,24,24,false
2026,tournament-2026-ams-gol-w43-1,Gold,"Marc Sintes Villalonga & Enrique Goenaga",real_marc_sintes_villalonga|real_enrique_goenaga,2,81.5,100%_reais,24,24,false
2026,tournament-2026-ath-mas-w43-3,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,24,24,false
2026,tournament-2026-akl-pla-w43-2,Platinum,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95,100%_reais,32,32,false
2026,tournament-2026-bog-bro-w44-1,Bronze,"Hugo Costa & Mateo Costa",athleteprofile-1767226967915-1av89z|athleteprofile-1767226914915-lgx32y,0,83.5,100%_bots,16,16,false
2026,tournament-2026-mum-sil-w44-2,Silver,"Emiliano Santos & Diego Cabrera",athleteprofile-1767226984915-fs8s5c|athleteprofile-1767227052915-m9qgn4,0,78,100%_bots,16,16,false
2026,tournament-2026-san-gol-w44-3,Gold,"João Silva & Franco Herrera",athleteprofile-1767226955915-szhxro|athleteprofile-1767226941915-kqu8bm,0,83.5,100%_bots,24,24,false
2026,tournament-2026-par-mas-w44-4,Masters,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95,100%_reais,24,24,false
2026,tournament-2026-vie-gol-w45-1,Gold,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,24,24,false
2026,tournament-2026-dub-pla-w45-2,Platinum,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,32,32,false
2026,tournament-2026-rom-bro-w46-1,Bronze,"Felipe Costa & Bruno Ferrer",athleteprofile-1767226951915-6t5m6i|athleteprofile-1767227094915-oiyouw,0,79.5,100%_bots,16,16,false
2026,tournament-2026-lon-pla-w46-2,Platinum,"Adrián Castro & Emiliano Medina",athleteprofile-1767226925915-3feq9a|athleteprofile-1767226993915-rsxjdl,0,80.5,100%_bots,32,32,false
