year,tournament_id,tier,champion_name,champion_ids,champion_real_count,champion_ovr_avg,classification,main_draw_size,simulated_entrants,incomplete
2026,tournament-2026-par-pla-w04-1,Platinum,"Samuel Fernández & Pablo Ramos",athleteprofile-1767226946153-ebzef3|athleteprofile-1767226989153-ukg08z,0,77,100%_bots,32,26,true
2026,tournament-2026-mil-sil-w08-1,Silver,"Lucas Ferrer & Javier Miranda",athleteprofile-1767227121153-07xw4w|athleteprofile-1767226960153-sbc3ir,0,72.5,100%_bots,16,16,false
2026,tournament-2026-ath-mas-w08-2,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96,100%_reais,24,24,false
2026,tournament-2026-lim-eli-w08-3,Elite,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,93.5,100%_reais,20,20,false
2026,tournament-2026-doh-bro-w09-1,Bronze,"Daniel Ferrer 165 & Daniel Campos",athleteprofile-1767226916153-q44mok|athleteprofile-1767226894153-a8bo3g,0,81.5,100%_bots,16,16,false
2026,tournament-2026-sto-gol-w09-2,Gold,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96,100%_reais,24,24,false
2026,tournament-2026-bue-mas-w10-2,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96,100%_reais,24,24,false
2026,tournament-2026-ams-pla-w10-1,Platinum,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96,100%_reais,32,32,false
2026,tournament-2026-bkk-bro-w11-1,Bronze,"Nicolás Ramos 253 & Lucas Ramos",athleteprofile-1767227004153-3gc4if|athleteprofile-1767227044153-irq87e,0,74,100%_bots,16,16,false
2026,tournament-2026-sha-sil-w11-2,Silver,"Tomás Vidal & Bruno Herrera",athlete-003|athleteprofile-1767227177153-2uhyb1,0,75.5,100%_bots,16,16,false
2026,tournament-2026-bog-gol-w11-3,Gold,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96,100%_reais,24,24,false
2026,tournament-2026-ist-mas-w12-1,Masters,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,94,100%_reais,24,24,false
2026,tournament-2026-akl-bro-w13-1,Bronze,"Franco Costa & Thiago Acosta",athleteprofile-1767226980153-j7cyxx|athleteprofile-1767226869153-0qak34,0,80,100%_bots,16,16,false
2026,tournament-2026-sin-mas-w13-3,Masters,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,94,100%_reais,24,24,false
2026,tournament-2026-mon-pla-w13-2,Platinum,"Franco Costa & Thiago Acosta",athleteprofile-1767226980153-j7cyxx|athleteprofile-1767226869153-0qak34,0,80.5,100%_bots,32,32,false
2026,tournament-2026-syd-eli-w13-4,Elite,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,94,100%_reais,20,20,false
2026,tournament-2026-cun-sil-w14-1,Silver,"Mateo Iglesias & Bruno Acosta",athleteprofile-1767226983153-raz7aw|athleteprofile-1767226889153-q1j6oz,0,79,100%_bots,16,16,false
2026,tournament-2026-lon-gol-w14-2,Gold,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96,100%_reais,24,24,false
2026,tournament-2026-dub-bro-w15-1,Bronze,"Mateo Iglesias & Bruno Acosta",athleteprofile-1767226983153-raz7aw|athleteprofile-1767226889153-q1j6oz,0,79,100%_bots,16,16,false
2026,tournament-2026-sto-mas-w15-2,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96,100%_reais,24,24,false
2026,tournament-2026-seo-gol-w16-1,Gold,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96,100%_reais,24,24,false
2026,tournament-2026-mil-pla-w16-2,Platinum,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96,100%_reais,32,32,false
2026,tournament-2026-nyc-bro-w17-1,Bronze,"Martín Campos 252 & Mateo Molina",athleteprofile-1767227003153-5n478p|athleteprofile-1767226942153-4e3kmo,0,77,100%_bots,16,16,false
2026,tournament-2026-cas-sil-w17-2,Silver,"Pedro Herrera & Rafael Iglesias",athleteprofile-1767226912153-z0fjqr|athleteprofile-1767226877153-gmgmsi,0,82.5,100%_bots,16,16,false
2026,tournament-2026-lis-mas-w17-3,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96,100%_reais,24,24,false
2026,tournament-2026-sao-eli-w17-4,Elite,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96,100%_reais,20,20,false
2026,tournament-2026-vie-gol-w18-1,Gold,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,94,100%_reais,24,24,false
2026,tournament-2026-tok-cro-w18-2,Crown,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96,100%_reais,20,20,false
2026,tournament-2026-akl-bro-w19-1,Bronze,"Emiliano Santos & Carlos Miranda",athleteprofile-1767226940153-p2d60a|athleteprofile-1767226862153-k14c9z,0,82.5,100%_bots,16,16,false
2026,tournament-2026-mex-mas-w19-3,Masters,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,94,100%_reais,24,24,false
2026,tournament-2026-mel-pla-w19-2,Platinum,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,94,100%_reais,32,32,false
2026,tournament-2026-mon-sil-w20-1,Silver,"Pedro Herrera & Rafael Iglesias",athleteprofile-1767226912153-z0fjqr|athleteprofile-1767226877153-gmgmsi,0,82.5,100%_bots,16,16,false
2026,tournament-2026-mia-gol-w20-2,Gold,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,94,100%_reais,24,24,false
2026,tournament-2026-seo-bro-w21-1,Bronze,"Pedro Herrera & Rafael Iglesias",athleteprofile-1767226912153-z0fjqr|athleteprofile-1767226877153-gmgmsi,0,82.5,100%_bots,16,16,false
2026,tournament-2026-pra-mas-w21-2,Masters,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,94,100%_reais,24,24,false
2026,tournament-2026-sto-mas-w22-2,Masters,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,94.5,100%_reais,24,24,false
2026,tournament-2026-cas-pla-w22-1,Platinum,"Ignacio Vilariño Gestoso & Mario Del Castillo",real_ignacio_vilarino_gestoso|real_mario_del_castillo,2,81.5,100%_reais,32,32,false
2026,tournament-2026-ath-eli-w22-3,Elite,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,94.5,100%_reais,20,20,false
2026,tournament-2026-bcn-bro-w23-1,Bronze,"Gonzalo Giménez & Tomás Miranda",athleteprofile-1767226951153-830ae5|athleteprofile-1767226976153-qxwef5,0,77.5,100%_bots,16,16,false
2026,tournament-2026-doh-sil-w23-2,Silver,"Thiago Torres & Bruno Romero",athleteprofile-1767226932153-jx339a|athleteprofile-1767226973153-w3ncf9,0,79,100%_bots,16,16,false
2026,tournament-2026-mum-gol-w23-3,Gold,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,24,24,false
2026,tournament-2026-syd-bro-w24-1,Bronze,"Thiago Suárez & Mateo García",athleteprofile-1767226885153-wnd2hl|athleteprofile-1767226886153-tcmej6,0,82.5,100%_bots,16,16,false
2026,tournament-2026-nai-mas-w24-2,Masters,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,94.5,100%_reais,24,24,false
2026,tournament-2026-sao-gol-w25-1,Gold,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,24,24,false
2026,tournament-2026-cpt-bro-w26-1,Bronze,"João Herrera 171 & Nicolás Sánchez",athleteprofile-1767226922153-n4rxk2|athleteprofile-1767227033153-wplu5i,0,79.5,100%_bots,16,16,false
2026,tournament-2026-dub-sil-w26-2,Silver,"Gonzalo Santos & Enzo Ortiz",athleteprofile-1767226925153-4dsftz|athleteprofile-1767226878153-46gouq,0,83,100%_bots,16,16,false
2026,tournament-2026-osa-mas-w26-4,Masters,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,94.5,100%_reais,24,24,false
2026,tournament-2026-tok-pla-w26-3,Platinum,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,94.5,100%_reais,32,32,false
2026,tournament-2026-lon-gol-w27-1,Gold,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,24,24,false
2026,tournament-2026-cai-eli-w27-2,Elite,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,20,20,false
2026,tournament-2026-riy-bro-w28-1,Bronze,"Pedro Herrera & Rafael Iglesias",athleteprofile-1767226912153-z0fjqr|athleteprofile-1767226877153-gmgmsi,0,83,100%_bots,16,16,false
2026,tournament-2026-mel-mas-w28-2,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,24,24,false
2026,tournament-2026-cun-sil-w29-1,Silver,"Thiago Suárez & Mateo García",athleteprofile-1767226885153-wnd2hl|athleteprofile-1767226886153-tcmej6,0,82.5,100%_bots,16,16,false
2026,tournament-2026-cor-gol-w29-2,Gold,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,24,24,false
2026,tournament-2026-vie-pla-w29-3,Platinum,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,32,32,false
2026,tournament-2026-sin-cro-w29-4,Crown,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,20,20,false
2026,tournament-2026-lis-bro-w30-1,Bronze,"Rubén Iglesias & Emiliano Medina",athleteprofile-1767226884153-bbcfmu|athleteprofile-1767226949153-mja3pj,0,81.5,100%_bots,16,16,false
2026,tournament-2026-bkk-mas-w30-2,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,24,24,false
2026,tournament-2026-syd-gol-w31-1,Gold,"Ignacio Vilariño Gestoso & Mario Del Castillo",real_ignacio_vilarino_gestoso|real_mario_del_castillo,2,82,100%_reais,24,24,false
2026,tournament-2026-sto-mas-w31-2,Masters,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95,100%_reais,24,24,false
2026,tournament-2026-ath-bro-w32-1,Bronze,"Rubén Iglesias & Emiliano Medina",athleteprofile-1767226884153-bbcfmu|athleteprofile-1767226949153-mja3pj,0,81.5,100%_bots,16,16,false
2026,tournament-2026-mia-sil-w32-2,Silver,"Ignacio Martínez & João Herrera",athleteprofile-1767226898153-cebg3i|athleteprofile-1767226868153-0e2ys0,0,84,100%_bots,16,16,false
2026,tournament-2026-lim-pla-w32-3,Platinum,"Mateo Costa & Felipe Acosta",athleteprofile-1767226870153-5t22b8|athleteprofile-1767226872153-5qph1g,0,86.5,100%_bots,32,32,false
2026,tournament-2026-rom-eli-w32-4,Elite,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95,100%_reais,20,20,false
2026,tournament-2026-bue-mas-w33-1,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,24,24,false
2026,tournament-2026-sao-bro-w34-1,Bronze,"Pedro Herrera & Rafael Iglesias",athleteprofile-1767226912153-z0fjqr|athleteprofile-1767226877153-gmgmsi,0,83.5,100%_bots,16,16,false
2026,tournament-2026-ber-gol-w34-2,Gold,"Franco Stupaczuk & Miguel Yanguas",real_franco_stupaczuk|real_miguel_yanguas,2,90.5,100%_reais,24,24,false
2026,tournament-2026-cph-sil-w35-1,Silver,"Pedro Herrera & Rafael Iglesias",athleteprofile-1767226912153-z0fjqr|athleteprofile-1767226877153-gmgmsi,0,83.5,100%_bots,16,16,false
2026,tournament-2026-tok-mas-w35-3,Masters,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95,100%_reais,24,24,false
2026,tournament-2026-bog-pla-w35-2,Platinum,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95,100%_reais,32,32,false
2026,tournament-2026-mil-bro-w36-1,Bronze,"João Silva & Nicolás Méndez",athleteprofile-1767226911153-jyhl54|athleteprofile-1767226887153-simgbt,0,84.5,100%_bots,16,16,false
2026,tournament-2026-riy-gol-w36-2,Gold,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95,100%_reais,24,24,false
2026,tournament-2026-syd-eli-w36-3,Elite,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,20,20,false
2026,tournament-2026-cpt-mas-w37-1,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,24,24,false
2026,tournament-2026-sin-bro-w38-1,Bronze,"Ignacio Cabrera & Carlos Castro",athleteprofile-1767226947153-qgb3ni|athleteprofile-1767226939153-rsscni,0,79,100%_bots,16,16,false
2026,tournament-2026-bcn-sil-w38-2,Silver,"Ignacio Martínez & João Herrera",athleteprofile-1767226898153-cebg3i|athleteprofile-1767226868153-0e2ys0,0,84.5,100%_bots,16,16,false
2026,tournament-2026-vie-gol-w38-3,Gold,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,24,24,false
2026,tournament-2026-ist-pla-w38-4,Platinum,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95,100%_reais,32,32,false
2026,tournament-2026-bkk-mas-w39-1,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,24,24,false
2026,tournament-2026-sto-bro-w40-1,Bronze,"Ignacio Martínez & João Herrera",athleteprofile-1767226898153-cebg3i|athleteprofile-1767226868153-0e2ys0,0,84.5,100%_bots,16,16,false
2026,tournament-2026-mia-gol-w40-2,Gold,"Pedro Herrera & Rafael Iglesias",athleteprofile-1767226912153-z0fjqr|athleteprofile-1767226877153-gmgmsi,0,84,100%_bots,24,24,false
2026,tournament-2026-ams-mas-w40-3,Masters,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95,100%_reais,24,24,false
2026,tournament-2026-rio-sil-w41-1,Silver,"Gonzalo Méndez & André Romero",athleteprofile-1767226874153-5getz9|athleteprofile-1767226891153-gr5rvb,0,82.5,100%_bots,16,16,false
2026,tournament-2026-mad-pla-w41-2,Platinum,"João Silva & Nicolás Méndez",athleteprofile-1767226911153-jyhl54|athleteprofile-1767226887153-simgbt,0,85,100%_bots,32,32,false
2026,tournament-2026-nai-eli-w41-3,Elite,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95,100%_reais,20,20,false
2026,tournament-2026-doh-cro-w41-4,Crown,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,20,20,false
2026,tournament-2026-riy-bro-w42-1,Bronze,"Ignacio Martínez & João Herrera",athleteprofile-1767226898153-cebg3i|athleteprofile-1767226868153-0e2ys0,0,84.5,100%_bots,16,16,false
2026,tournament-2026-mum-mas-w42-2,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,24,24,false
2026,tournament-2026-cph-gol-w43-1,Gold,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,24,24,false
2026,tournament-2026-bog-bro-w44-1,Bronze,"Thiago Torres & Bruno Romero",athleteprofile-1767226932153-jx339a|athleteprofile-1767226973153-w3ncf9,0,79.5,100%_bots,16,16,false
2026,tournament-2026-bkk-sil-w44-2,Silver,"Gonzalo Méndez & André Romero",athleteprofile-1767226874153-5getz9|athleteprofile-1767226891153-gr5rvb,0,82.5,100%_bots,16,16,false
2026,tournament-2026-par-mas-w44-4,Masters,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95,100%_reais,24,24,false
2026,tournament-2026-osa-pla-w44-3,Platinum,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,32,32,false
2026,tournament-2026-vie-gol-w45-1,Gold,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,24,24,false
2026,tournament-2026-rom-bro-w46-1,Bronze,"Ignacio Martínez & João Herrera",athleteprofile-1767226898153-cebg3i|athleteprofile-1767226868153-0e2ys0,0,84.5,100%_bots,16,16,false
2026,tournament-2026-seo-eli-w46-2,Elite,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,20,20,false
2026,tournament-2026-akl-sil-w47-1,Silver,"Ignacio Martínez & João Herrera",athleteprofile-1767226898153-cebg3i|athleteprofile-1767226868153-0e2ys0,0,84.5,100%_bots,16,16,false
2026,tournament-2026-mil-pla-w47-2,Platinum,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95,100%_reais,32,32,false
2026,tournament-2026-ams-leg-w52-1,Legacy Finals,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,8,7,true
2027,tournament-2027-pra-bro-w01-1,Bronze,"Nicolás Ramos & Samuel Suárez",athleteprofile-1767226934153-4kib1e|athleteprofile-1767226935153-8r6out,0,83.5,100%_bots,16,16,false
2027,tournament-2027-bcn-gol-w01-2,Gold,"Nicolás Ramos & Samuel Suárez",athleteprofile-1767226934153-4kib1e|athleteprofile-1767226935153-8r6out,0,83.5,100%_bots,24,24,false
2027,tournament-2027-ams-mas-w01-3,Masters,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95,100%_reais,24,24,false
2027,tournament-2027-sha-mas-w01-4,Masters,"Ignacio Martínez & João Herrera",athleteprofile-1767226898153-cebg3i|athleteprofile-1767226868153-0e2ys0,0,85.5,100%_bots,24,24,false
2027,tournament-2027-nai-sil-w02-1,Silver,"Ramiro Pereyra & Marcos González Blanco",real_ramiro_pereyra|real_marcos_gonzalez_blanco,2,80.5,100%_reais,16,16,false
2027,tournament-2027-riy-gol-w02-2,Gold,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95,100%_reais,24,24,false
2027,tournament-2027-bkk-bro-w03-1,Bronze,"Felipe Costa & Javier Miranda",athleteprofile-1767226907153-e0nqkf|athleteprofile-1767226960153-sbc3ir,0,81,100%_bots,16,16,false
2027,tournament-2027-sto-mas-w03-2,Masters,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95,100%_reais,24,24,false
2027,tournament-2027-lis-eli-w03-3,Elite,"Francisco Navarro & Jon Sanz",real_francisco_navarro|real_jon_sanz,2,88,100%_reais,20,20,false
2027,tournament-2027-sin-mas-w04-2,Masters,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95,100%_reais,24,24,false
2027,tournament-2027-ath-pla-w04-1,Platinum,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95,100%_reais,32,32,false
2027,tournament-2027-san-bro-w05-1,Bronze,"Felipe Costa & Javier Miranda",athleteprofile-1767226907153-e0nqkf|athleteprofile-1767226960153-sbc3ir,0,81,100%_bots,16,16,false
2027,tournament-2027-mum-sil-w05-2,Silver,"Marc Quílez & Federico Mouriño",real_marc_quilez|real_federico_mourino,2,82,100%_reais,16,16,false
2027,tournament-2027-lim-gol-w05-3,Gold,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,24,24,false
2027,tournament-2027-tor-mas-w06-1,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,24,24,false
2027,tournament-2027-lon-cro-w06-2,Crown,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,20,20,false
2027,tournament-2027-riy-bro-w07-1,Bronze,"Marc Quílez & Federico Mouriño",real_marc_quilez|real_federico_mourino,2,82,100%_reais,16,16,false
2027,tournament-2027-seo-gol-w07-2,Gold,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,24,24,false
2027,tournament-2027-nai-pla-w07-3,Platinum,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,32,32,false
2027,tournament-2027-mex-sil-w08-1,Silver,"Felipe Costa & Javier Miranda",athleteprofile-1767226907153-e0nqkf|athleteprofile-1767226960153-sbc3ir,0,81,100%_bots,16,16,false
2027,tournament-2027-sao-mas-w08-2,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,24,24,false
2027,tournament-2027-osa-eli-w08-3,Elite,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95,100%_reais,20,20,false
2027,tournament-2027-dub-bro-w09-1,Bronze,"Felipe Costa & Javier Miranda",athleteprofile-1767226907153-e0nqkf|athleteprofile-1767226960153-sbc3ir,0,81,100%_bots,16,16,false
2027,tournament-2027-ath-gol-w09-2,Gold,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,24,24,false
2027,tournament-2027-cai-mas-w10-2,Masters,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95,100%_reais,24,24,false
2027,tournament-2027-pra-pla-w10-1,Platinum,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,32,32,false
2027,tournament-2027-cun-bro-w11-1,Bronze,"Rubén Iglesias & Emiliano Medina",athleteprofile-1767226884153-bbcfmu|athleteprofile-1767226949153-mja3pj,0,82,100%_bots,16,16,false
2027,tournament-2027-mel-sil-w11-2,Silver,"Juan Ignacio De Pascual & Álvaro Cepero",real_juan_ignacio_de_pascual|real_alvaro_cepero,2,81.5,100%_reais,16,16,false
2027,tournament-2027-ist-gol-w11-3,Gold,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95,100%_reais,24,24,false
2027,tournament-2027-bue-mas-w12-1,Masters,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95,100%_reais,24,24,false
2027,tournament-2027-lim-bro-w13-1,Bronze,"Felipe Costa & Javier Miranda",athleteprofile-1767226907153-e0nqkf|athleteprofile-1767226960153-sbc3ir,0,81,100%_bots,16,16,false
2027,tournament-2027-sha-mas-w13-3,Masters,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95,100%_reais,24,24,false
2027,tournament-2027-san-pla-w13-2,Platinum,"Ignacio Martínez & João Herrera",athleteprofile-1767226898153-cebg3i|athleteprofile-1767226868153-0e2ys0,0,85.5,100%_bots,32,32,false
2027,tournament-2027-akl-eli-w13-4,Elite,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,20,20,false
2027,tournament-2027-cor-sil-w14-1,Silver,"Franco Costa & Thiago Acosta",athleteprofile-1767226980153-j7cyxx|athleteprofile-1767226869153-0qak34,0,81,100%_bots,16,16,false
2027,tournament-2027-sin-gol-w14-2,Gold,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95,100%_reais,24,24,false
2027,tournament-2027-ath-bro-w15-1,Bronze,"Guillermo Collado & Pablo García",real_guillermo_collado|real_pablo_garcia,2,81.5,100%_reais,16,16,false
2027,tournament-2027-vie-mas-w15-2,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,24,24,false
2027,tournament-2027-cas-gol-w16-1,Gold,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,24,24,false
