year,tournament_id,tier,champion_name,champion_ids,champion_real_count,champion_ovr_avg,classification,main_draw_size,simulated_entrants,incomplete
2026,tournament-2026-san-gol-w04-1,Gold,"Javier Martínez & Manuel Castaño Salguero",real_javier_martinez|real_manuel_castano_salguero,2,80,100%_reais,24,24,false
2026,tournament-2026-ams-mas-w06-3,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96,100%_reais,24,24,false
2026,tournament-2026-tok-pla-w06-2,Platinum,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96,100%_reais,32,32,false
2026,tournament-2026-dub-bro-w07-1,Bronze,"Mateo Acosta 250 & Enzo Torres",athleteprofile-1767227045915-hfqo6m|athleteprofile-1767227043915-qdlkzz,0,75.5,100%_bots,16,16,false
2026,tournament-2026-nai-mas-w07-2,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96,100%_reais,24,24,false
2026,tournament-2026-sto-eli-w07-3,Elite,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,93.5,100%_reais,20,20,false
2026,tournament-2026-bcn-sil-w08-1,Silver,"Mateo Acosta 250 & Enzo Torres",athleteprofile-1767227045915-hfqo6m|athleteprofile-1767227043915-qdlkzz,0,75.5,100%_bots,16,16,false
2026,tournament-2026-doh-gol-w08-2,Gold,"Mario Ortega & Ramiro Jesús Valenzuela",real_mario_ortega|real_ramiro_jesus_valenzuela,2,79,100%_reais,24,24,false
2026,tournament-2026-mad-mas-w08-4,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96,100%_reais,24,24,false
2026,tournament-2026-ist-pla-w08-3,Platinum,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96,100%_reais,32,32,false
2026,tournament-2026-riy-bro-w09-1,Bronze,"João Silva & Marco Ferrer",athleteprofile-1767226955915-szhxro|athleteprofile-1767226908915-hwgysa,0,82.5,100%_bots,16,16,false
2026,tournament-2026-cph-gol-w09-2,Gold,"João Silva & Marco Ferrer",athleteprofile-1767226955915-szhxro|athleteprofile-1767226908915-hwgysa,0,82.5,100%_bots,24,24,false
2026,tournament-2026-bkk-mas-w09-3,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96,100%_reais,24,24,false
2026,tournament-2026-osa-eli-w09-4,Elite,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96,100%_reais,20,20,false
2026,tournament-2026-sin-cro-w09-5,Crown,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96,100%_reais,20,20,false
2026,tournament-2026-ber-gol-w10-1,Gold,"Daniel Santigosa Sastre & Denis Tomás Perino",real_daniel_santigosa_sastre|real_denis_tomas_perino,2,80.5,100%_reais,24,24,false
2026,tournament-2026-nyc-mas-w10-3,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96,100%_reais,24,23,true
2026,tournament-2026-cun-pla-w10-2,Platinum,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96,100%_reais,32,32,false
2026,tournament-2026-mum-bro-w11-1,Bronze,"Thiago Ortiz & Carlos Miranda",athleteprofile-1767227028915-tc4ta4|athleteprofile-1767226906915-jp5lwc,0,80,100%_bots,16,16,false
2026,tournament-2026-sha-sil-w11-2,Silver,"Daniel Navarro & Enzo Herrera",athleteprofile-1767226907915-yiq30o|athleteprofile-1767226999915-xpiicm,0,81.5,100%_bots,16,16,false
2026,tournament-2026-sao-mas-w11-3,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96,100%_reais,24,24,false
2026,tournament-2026-mex-gol-w12-1,Gold,"Mario Ortega & Ramiro Jesús Valenzuela",real_mario_ortega|real_ramiro_jesus_valenzuela,2,79,100%_reais,24,24,false
2026,tournament-2026-seo-mas-w12-3,Masters,"Juan Lebrón & Leandro Augsburger",real_juan_lebron|real_leandro_augsburger,2,89.5,100%_reais,24,24,false
2026,tournament-2026-syd-pla-w12-2,Platinum,"Hugo Acosta & Adrián Castro",athleteprofile-1767226936915-jqqj3n|athleteprofile-1767226925915-3feq9a,0,82.5,100%_bots,32,32,false
2026,tournament-2026-mel-eli-w12-4,Elite,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,94,100%_reais,20,20,false
2026,tournament-2026-akl-bro-w13-1,Bronze,"Thiago Ortiz & Carlos Miranda",athleteprofile-1767227028915-tc4ta4|athleteprofile-1767226906915-jp5lwc,0,80,100%_bots,16,16,false
2026,tournament-2026-mon-gol-w13-2,Gold,"Marc Quílez & Federico Mouriño",real_marc_quilez|real_federico_mourino,2,80.5,100%_reais,24,24,false
2026,tournament-2026-cas-mas-w13-4,Masters,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,94,100%_reais,24,24,false
2026,tournament-2026-cor-pla-w13-3,Platinum,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96,100%_reais,32,32,false
2026,tournament-2026-rio-sil-w14-1,Silver,"Thiago Ortiz & Carlos Miranda",athleteprofile-1767227028915-tc4ta4|athleteprofile-1767226906915-jp5lwc,0,80,100%_bots,16,16,false
2026,tournament-2026-ist-gol-w14-2,Gold,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96,100%_reais,24,24,false
2026,tournament-2026-lax-eli-w14-3,Elite,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96,100%_reais,20,20,false
2026,tournament-2026-lon-bro-w15-1,Bronze,"Thiago Ortiz & Carlos Miranda",athleteprofile-1767227028915-tc4ta4|athleteprofile-1767226906915-jp5lwc,0,80,100%_bots,16,16,false
2026,tournament-2026-tok-mas-w15-3,Masters,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,94,100%_reais,24,24,false
2026,tournament-2026-bue-pla-w15-2,Platinum,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96,100%_reais,32,32,false
2026,tournament-2026-mil-cro-w15-4,Crown,"Franco Stupaczuk & Miguel Yanguas",real_franco_stupaczuk|real_miguel_yanguas,2,90,100%_reais,20,20,false
2026,tournament-2026-sha-gol-w16-1,Gold,"Daniel Santigosa Sastre & Denis Tomás Perino",real_daniel_santigosa_sastre|real_denis_tomas_perino,2,80.5,100%_reais,24,24,false
2026,tournament-2026-lim-mas-w16-2,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96,100%_reais,24,24,false
2026,tournament-2026-par-eli-w16-3,Elite,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96,100%_reais,20,20,false
2026,tournament-2026-nyc-bro-w17-1,Bronze,"Franco Herrera & André Romero",athleteprofile-1767226941915-kqu8bm|athleteprofile-1767226935915-kztevz,0,82.5,100%_bots,16,16,false
2026,tournament-2026-cpt-sil-w17-2,Silver,"Daniel Navarro & Enzo Herrera",athleteprofile-1767226907915-yiq30o|athleteprofile-1767226999915-xpiicm,0,81.5,100%_bots,16,16,false
2026,tournament-2026-tor-gol-w17-3,Gold,"Pablo Lijó & Javier Ruiz",real_pablo_lijo|real_javier_ruiz,2,82,100%_reais,24,24,false
2026,tournament-2026-rom-mas-w17-5,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96,100%_reais,24,24,false
2026,tournament-2026-mel-pla-w17-4,Platinum,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,94,100%_reais,32,32,false
2026,tournament-2026-vie-gol-w18-1,Gold,"Marc Quílez & Federico Mouriño",real_marc_quilez|real_federico_mourino,2,81.5,100%_reais,24,24,false
2026,tournament-2026-seo-mas-w18-2,Masters,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,94,100%_reais,24,24,false
2026,tournament-2026-akl-bro-w19-1,Bronze,"Lucas Miranda & Ignacio Rojas",athleteprofile-1767226987915-xife0f|athleteprofile-1767227277915-ukzpoq,0,70.5,100%_bots,16,16,false
2026,tournament-2026-mex-mas-w19-3,Masters,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,94,100%_reais,24,24,false
2026,tournament-2026-mia-pla-w19-2,Platinum,"Pol Hernández Álvarez & Aimar Goñi Lacabe",real_pol_hernandez_alvarez|real_aimar_goni_lacabe,2,81.5,100%_reais,32,32,false
2026,tournament-2026-ams-eli-w19-4,Elite,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96,100%_reais,20,20,false
2026,tournament-2026-mon-sil-w20-1,Silver,"João Herrera & Rubén Iglesias 278",athleteprofile-1767226912915-b9mtgt|athleteprofile-1767227073915-ilmluo,0,78.5,100%_bots,16,16,false
2026,tournament-2026-lax-gol-w20-2,Gold,"Marc Sintes Villalonga & Enrique Goenaga",real_marc_sintes_villalonga|real_enrique_goenaga,2,81,100%_reais,24,24,false
2026,tournament-2026-riy-mas-w20-4,Masters,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,94,100%_reais,24,24,false
2026,tournament-2026-bog-pla-w20-3,Platinum,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,94,100%_reais,32,32,false
2026,tournament-2026-sha-bro-w21-1,Bronze,"Carlos García & Adrián Pereira",athleteprofile-1767227114915-3n3mzs|athleteprofile-1767227100915-fu8scx,0,71.5,100%_bots,16,16,false
2026,tournament-2026-sto-gol-w21-2,Gold,"Juan Ignacio De Pascual & Álvaro Cepero",real_juan_ignacio_de_pascual|real_alvaro_cepero,2,81,100%_reais,24,24,false
2026,tournament-2026-dub-mas-w21-3,Masters,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,94,100%_reais,24,24,false
2026,tournament-2026-tok-eli-w21-4,Elite,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,94,100%_reais,20,20,false
2026,tournament-2026-cph-cro-w21-5,Crown,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,94,100%_reais,20,20,false
2026,tournament-2026-ber-mas-w22-2,Masters,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,94.5,100%_reais,24,24,false
2026,tournament-2026-cas-pla-w22-1,Platinum,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,94.5,100%_reais,32,32,false
2026,tournament-2026-bcn-bro-w23-1,Bronze,"Franco Herrera & André Romero",athleteprofile-1767226941915-kqu8bm|athleteprofile-1767226935915-kztevz,0,83,100%_bots,16,16,false
2026,tournament-2026-doh-sil-w23-2,Silver,"Nicolás Ramos & Emiliano Silva",athleteprofile-1767226978915-tu5d74|athleteprofile-1767226940915-udi6n5,0,82.5,100%_bots,16,16,false
2026,tournament-2026-mum-gol-w23-3,Gold,"Pablo Lijó & Javier Ruiz",real_pablo_lijo|real_javier_ruiz,2,82,100%_reais,24,24,false
2026,tournament-2026-cun-mas-w23-4,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,24,24,false
2026,tournament-2026-ist-eli-w23-5,Elite,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,94.5,100%_reais,20,20,false
2026,tournament-2026-syd-bro-w24-1,Bronze,"Felipe Costa & Marco Pereira",athleteprofile-1767226951915-6t5m6i|athleteprofile-1767226959915-le534g,0,81.5,100%_bots,16,16,false
2026,tournament-2026-lon-gol-w24-2,Gold,"Marc Quílez & Federico Mouriño",real_marc_quilez|real_federico_mourino,2,81.5,100%_reais,24,24,false
2026,tournament-2026-cai-mas-w24-4,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,24,24,false
2026,tournament-2026-mad-pla-w24-3,Platinum,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,32,32,false
2026,tournament-2026-sao-gol-w25-1,Gold,"Antonio Fernández & Francisco Manuel Gil",real_antonio_fernandez|real_francisco_manuel_gil,2,81.5,100%_reais,24,24,false
2026,tournament-2026-rio-mas-w25-2,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,24,24,false
2026,tournament-2026-cpt-bro-w26-1,Bronze,"Franco Herrera & André Romero",athleteprofile-1767226941915-kqu8bm|athleteprofile-1767226935915-kztevz,0,83,100%_bots,16,16,false
2026,tournament-2026-dub-sil-w26-2,Silver,"Bruno Ferrer 477 & Martín Molina",athleteprofile-1767227272915-eeayj0|athleteprofile-1767227170915-vho7dn,0,66,100%_bots,16,16,false
2026,tournament-2026-tok-mas-w26-4,Masters,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,94.5,100%_reais,24,24,false
2026,tournament-2026-nai-pla-w26-3,Platinum,"Marc Quílez & Federico Mouriño",real_marc_quilez|real_federico_mourino,2,81.5,100%_reais,32,32,false
2026,tournament-2026-bue-eli-w26-5,Elite,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,94.5,100%_reais,20,20,false
2026,tournament-2026-akl-cro-w26-6,Crown,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,94.5,100%_reais,20,20,false
2026,tournament-2026-riy-gol-w27-1,Gold,"Francisco Cabeza Teres & Alonso Rodríguez Martínez",real_francisco_cabeza_teres|real_alonso_rodriguez_martinez,2,81.5,100%_reais,24,24,false
2026,tournament-2026-cor-mas-w27-3,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,24,24,false
2026,tournament-2026-mia-pla-w27-2,Platinum,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,32,32,false
2026,tournament-2026-cas-bro-w28-1,Bronze,"Pablo Medina & Gonzalo Santos",athleteprofile-1767227011915-ze2jn0|athleteprofile-1767226969915-dl8yev,0,79.5,100%_bots,16,16,false
2026,tournament-2026-ams-gol-w28-2,Gold,"Valentino Gabriel Libaak & Maximiliano Sánchez Blasco",real_valentino_gabriel_libaak|real_maximiliano_sanchez_blasco,2,84,100%_reais,24,24,false
2026,tournament-2026-mum-mas-w28-3,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,24,24,false
2026,tournament-2026-nyc-eli-w28-4,Elite,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,20,20,false
2026,tournament-2026-cun-sil-w29-1,Silver,"Rubén Rojas & Rubén Iglesias",athleteprofile-1767227029915-ezqjei|athleteprofile-1767226928915-l2809c,0,82,100%_bots,16,16,false
2026,tournament-2026-mon-gol-w29-2,Gold,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,94.5,100%_reais,24,24,false
2026,tournament-2026-vie-pla-w29-3,Platinum,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,32,32,false
2026,tournament-2026-lis-bro-w30-1,Bronze,"Thiago Pereira & Adrián Ferrer",athleteprofile-1767226904915-hm24k2|athleteprofile-1767226989915-wsm0dp,0,82.5,100%_bots,16,16,false
2026,tournament-2026-sin-mas-w30-2,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,24,24,false
2026,tournament-2026-ber-eli-w30-3,Elite,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,20,20,false
2026,tournament-2026-syd-gol-w31-1,Gold,"Javier Ruiz & Javier Martínez",real_javier_ruiz|real_javier_martinez,2,81.5,100%_reais,24,24,false
2026,tournament-2026-bue-mas-w31-3,Masters,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95,100%_reais,24,24,false
2026,tournament-2026-san-pla-w31-2,Platinum,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,32,32,false
2026,tournament-2026-ath-bro-w32-1,Bronze,"Tomás Rojas & Thiago Acosta",athleteprofile-1767226923915-455f2s|athleteprofile-1767226913915-6koxs5,0,84.5,100%_bots,16,16,false
2026,tournament-2026-mia-sil-w32-2,Silver,"Samuel Suárez & Felipe García",athleteprofile-1767226979915-5to5a4|athleteprofile-1767226971915-amks43,0,80.5,100%_bots,16,16,false
2026,tournament-2026-mel-gol-w32-3,Gold,"Pablo Rojas & Pablo López",athleteprofile-1767226943915-02qiim|athleteprofile-1767226919915-hxviuh,0,82.5,100%_bots,24,24,false
2026,tournament-2026-lim-mas-w32-5,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,24,24,false
2026,tournament-2026-lax-pla-w32-4,Platinum,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95,100%_reais,32,32,false
2026,tournament-2026-tor-cro-w32-6,Crown,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95,100%_reais,20,20,false
2026,tournament-2026-nai-gol-w33-1,Gold,"Marc Quílez & Federico Mouriño",real_marc_quilez|real_federico_mourino,2,81.5,100%_reais,24,24,false
2026,tournament-2026-sha-mas-w33-2,Masters,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95,100%_reais,24,24,false
2026,tournament-2026-nyc-eli-w33-3,Elite,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95,100%_reais,20,20,false
2026,tournament-2026-sao-bro-w34-1,Bronze,"Bruno Medina & Nicolás Navarro",athleteprofile-1767227050915-3na6rk|athleteprofile-1767227059915-15qy1n,0,75,100%_bots,16,16,false
2026,tournament-2026-mex-mas-w34-3,Masters,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95,100%_reais,24,24,false
2026,tournament-2026-akl-pla-w34-2,Platinum,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95,100%_reais,32,32,false
2026,tournament-2026-cph-sil-w35-1,Silver,"Carlos García & Adrián Pereira",athleteprofile-1767227114915-3n3mzs|athleteprofile-1767227100915-fu8scx,0,71.5,100%_bots,16,16,false
2026,tournament-2026-lis-gol-w35-2,Gold,"Álvaro Fernández & Franco Stupaczuk",athleteprofile-1767226917915-9uwr96|real_franco_stupaczuk,1,87,mista,24,24,false
2026,tournament-2026-tok-mas-w35-3,Masters,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95,100%_reais,24,24,false
2026,tournament-2026-riy-eli-w35-4,Elite,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95,100%_reais,20,20,false
2026,tournament-2026-rom-bro-w36-1,Bronze,"Felipe Navarro & Enzo Vega",athleteprofile-1767227008915-2gw2xq|athleteprofile-1767227021915-ndkr0n,0,78.5,100%_bots,16,16,false
2026,tournament-2026-cai-gol-w36-2,Gold,"Álvaro Fernández & Franco Stupaczuk",athleteprofile-1767226917915-9uwr96|real_franco_stupaczuk,1,87,mista,24,24,false
2026,tournament-2026-mil-mas-w36-4,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,24,24,false
2026,tournament-2026-doh-pla-w36-3,Platinum,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95,100%_reais,32,32,false
2026,tournament-2026-cor-gol-w37-1,Gold,"Álvaro Fernández & Franco Stupaczuk",athleteprofile-1767226917915-9uwr96|real_franco_stupaczuk,1,87,mista,24,24,false
2026,tournament-2026-san-mas-w37-2,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,24,24,false
2026,tournament-2026-bcn-eli-w37-3,Elite,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,20,20,false
2026,tournament-2026-sin-bro-w38-1,Bronze,"Mateo Costa & Santiago García",athleteprofile-1767226914915-lgx32y|athleteprofile-1767226947915-8w8p9e,0,84.5,100%_bots,16,16,false
2026,tournament-2026-par-sil-w38-2,Silver,"João Giménez & Álvaro Costa",athleteprofile-1767226950915-t2zyz4|athleteprofile-1767226996915-qw9vsc,0,80.5,100%_bots,16,16,false
2026,tournament-2026-lon-mas-w38-4,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,24,24,false
2026,tournament-2026-ams-pla-w38-3,Platinum,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,32,32,false
2026,tournament-2026-sha-cro-w38-5,Crown,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,20,20,false
2026,tournament-2026-cas-gol-w39-1,Gold,"Javier Ruiz & Javier Martínez",real_javier_ruiz|real_javier_martinez,2,81.5,100%_reais,24,24,false
2026,tournament-2026-mum-mas-w39-3,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,24,24,false
2026,tournament-2026-vie-pla-w39-2,Platinum,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,32,32,false
2026,tournament-2026-sto-bro-w40-1,Bronze,"Felipe Navarro & Enzo Vega",athleteprofile-1767227008915-2gw2xq|athleteprofile-1767227021915-ndkr0n,0,78.5,100%_bots,16,16,false
2026,tournament-2026-mia-gol-w40-2,Gold,"Marc Sintes Villalonga & Enrique Goenaga",real_marc_sintes_villalonga|real_enrique_goenaga,2,81.5,100%_reais,24,24,false
2026,tournament-2026-cph-mas-w40-3,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,24,24,false
2026,tournament-2026-bkk-eli-w40-4,Elite,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,20,20,false
2026,tournament-2026-rio-sil-w41-1,Silver,"Nicolás Méndez & Ignacio Santos",athleteprofile-1767226931915-der2t9|athleteprofile-1767226964915-1622oy,0,82,100%_bots,16,16,false
2026,tournament-2026-mon-gol-w41-2,Gold,"Álvaro Fernández & Franco Stupaczuk",athleteprofile-1767226917915-9uwr96|real_franco_stupaczuk,1,87,mista,24,24,false
2026,tournament-2026-ber-mas-w41-4,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,24,24,false
2026,tournament-2026-pra-pla-w41-3,Platinum,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,32,32,false
2026,tournament-2026-riy-bro-w42-1,Bronze,"Carlos Campos & Tomás Rojas 353",athleteprofile-1767227186915-8wquhx|athleteprofile-1767227148915-ppezjh,0,70.5,100%_bots,16,16,false
2026,tournament-2026-syd-mas-w42-2,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,24,24,false
2026,tournament-2026-ath-eli-w42-3,Elite,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95,100%_reais,20,20,false
2026,tournament-2026-ams-gol-w43-1,Gold,"Álvaro Fernández & Franco Stupaczuk",athleteprofile-1767226917915-9uwr96|real_franco_stupaczuk,1,87,mista,24,24,false
