year,tournament_id,tier,champion_name,champion_ids,champion_real_count,champion_ovr_avg,classification,main_draw_size,simulated_entrants,incomplete
2026,tournament-2026-par-pla-w04-1,Platinum,"Ignacio Vilariño Gestoso & Mario Del Castillo",real_ignacio_vilarino_gestoso|real_mario_del_castillo,2,80.5,100%_reais,32,26,true
2026,tournament-2026-cph-sil-w05-2,Silver,"Pablo López & Mateo Iglesias",athleteprofile-1767226897534-rwl3x0|athleteprofile-1767227005534-46otw8,0,79.5,100%_bots,16,16,false
2026,tournament-2026-cpt-gol-w05-3,Gold,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96,100%_reais,24,24,false
2026,tournament-2026-bcn-mas-w06-1,Masters,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,93.5,100%_reais,24,24,false
2026,tournament-2026-pra-cro-w06-2,Crown,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,93.5,100%_reais,20,20,false
2026,tournament-2026-dub-bro-w07-1,Bronze,"Mateo Acosta 250 & Daniel Navarro",athleteprofile-1767227023534-uoymeo|athleteprofile-1767226885534-3qi77d,0,79.5,100%_bots,16,16,false
2026,tournament-2026-osa-gol-w07-2,Gold,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96,100%_reais,24,24,false
2026,tournament-2026-cai-pla-w07-3,Platinum,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96,100%_reais,32,28,true
2026,tournament-2026-mil-sil-w08-1,Silver,"Emiliano Castro & Javier Costa 218",athleteprofile-1767226883534-x0bmpe|athleteprofile-1767226991534-0ndx5d,0,80.5,100%_bots,16,16,false
2026,tournament-2026-ath-mas-w08-2,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96,100%_reais,24,24,false
2026,tournament-2026-lim-eli-w08-3,Elite,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,93.5,100%_reais,20,20,false
2026,tournament-2026-doh-bro-w09-1,Bronze,"Álvaro Costa & Diego Vega",athleteprofile-1767226974534-ordc36|athleteprofile-1767226979534-jxu94y,0,78.5,100%_bots,16,16,false
2026,tournament-2026-sto-gol-w09-2,Gold,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96,100%_reais,24,24,false
2026,tournament-2026-bue-mas-w10-2,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96,100%_reais,24,24,false
2026,tournament-2026-ams-pla-w10-1,Platinum,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96,100%_reais,32,32,false
2026,tournament-2026-bkk-bro-w11-1,Bronze,"Tomás Herrera 456 & Diego Miranda 479",athleteprofile-1767227229534-28260z|athleteprofile-1767227252534-x4oc05,0,64,100%_bots,16,16,false
2026,tournament-2026-sha-sil-w11-2,Silver,"Hugo Costa & Bruno Romero",athleteprofile-1767226945534-su371y|athleteprofile-1767226995534-p5xbqh,0,78.5,100%_bots,16,16,false
2026,tournament-2026-bog-gol-w11-3,Gold,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96,100%_reais,24,24,false
2026,tournament-2026-ist-mas-w12-1,Masters,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,94,100%_reais,24,24,false
2026,tournament-2026-akl-bro-w13-1,Bronze,"Hugo Costa & Bruno Romero",athleteprofile-1767226945534-su371y|athleteprofile-1767226995534-p5xbqh,0,78.5,100%_bots,16,16,false
2026,tournament-2026-sin-mas-w13-3,Masters,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,94,100%_reais,24,24,false
2026,tournament-2026-mon-pla-w13-2,Platinum,"Mateo Alonso & Nicolás Silva",athleteprofile-1767226881534-zlet4q|athlete-005,0,81,100%_bots,32,30,true
2026,tournament-2026-syd-eli-w13-4,Elite,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,94,100%_reais,20,20,false
2026,tournament-2026-cun-sil-w14-1,Silver,"Emiliano Castro & Javier Costa 218",athleteprofile-1767226883534-x0bmpe|athleteprofile-1767226991534-0ndx5d,0,80.5,100%_bots,16,16,false
2026,tournament-2026-lon-gol-w14-2,Gold,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96,100%_reais,24,24,false
2026,tournament-2026-dub-bro-w15-1,Bronze,"André Romero & Felipe Costa",athleteprofile-1767226913534-bys9ja|athleteprofile-1767226929534-4thech,0,82,100%_bots,16,16,false
2026,tournament-2026-sto-mas-w15-2,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96,100%_reais,24,24,false
2026,tournament-2026-seo-gol-w16-1,Gold,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96,100%_reais,24,24,false
2026,tournament-2026-mil-pla-w16-2,Platinum,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96,100%_reais,32,32,false
2026,tournament-2026-nyc-bro-w17-1,Bronze,"Bruno Medina & Enzo García",athleteprofile-1767227028534-57com5|athleteprofile-1767227050534-hfqnk2,0,74.5,100%_bots,16,16,false
2026,tournament-2026-cas-sil-w17-2,Silver,"Emiliano Castro & Javier Costa 218",athleteprofile-1767226883534-x0bmpe|athleteprofile-1767226991534-0ndx5d,0,80.5,100%_bots,16,16,false
2026,tournament-2026-lis-mas-w17-3,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96,100%_reais,24,24,false
2026,tournament-2026-sao-eli-w17-4,Elite,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96,100%_reais,20,20,false
2026,tournament-2026-vie-gol-w18-1,Gold,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,94,100%_reais,24,24,false
2026,tournament-2026-tok-cro-w18-2,Crown,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96,100%_reais,20,20,false
2026,tournament-2026-akl-bro-w19-1,Bronze,"André Cabrera & Rafael López",athleteprofile-1767226888534-ghp8qe|athleteprofile-1767227036534-nibowo,0,79.5,100%_bots,16,16,false
2026,tournament-2026-mex-mas-w19-3,Masters,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,94,100%_reais,24,24,false
2026,tournament-2026-mel-pla-w19-2,Platinum,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,94,100%_reais,32,32,false
2026,tournament-2026-mon-sil-w20-1,Silver,"Mateo García & Hugo Acosta",athleteprofile-1767226908534-h8r3hz|athleteprofile-1767226914534-gwqkqx,0,82.5,100%_bots,16,16,false
2026,tournament-2026-mia-gol-w20-2,Gold,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,94,100%_reais,24,24,false
2026,tournament-2026-seo-bro-w21-1,Bronze,"Mateo García & Hugo Acosta",athleteprofile-1767226908534-h8r3hz|athleteprofile-1767226914534-gwqkqx,0,82.5,100%_bots,16,16,false
2026,tournament-2026-pra-mas-w21-2,Masters,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,94,100%_reais,24,24,false
2026,tournament-2026-sto-mas-w22-2,Masters,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,94.5,100%_reais,24,24,false
2026,tournament-2026-cas-pla-w22-1,Platinum,"Ignacio Vilariño Gestoso & Mario Del Castillo",real_ignacio_vilarino_gestoso|real_mario_del_castillo,2,81.5,100%_reais,32,32,false
2026,tournament-2026-ath-eli-w22-3,Elite,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,94.5,100%_reais,20,20,false
2026,tournament-2026-bcn-bro-w23-1,Bronze,"Mateo Acosta & Bruno Miranda",athleteprofile-1767226953534-a7m7tt|athleteprofile-1767227046534-8ojdxw,0,77,100%_bots,16,16,false
2026,tournament-2026-doh-sil-w23-2,Silver,"Mateo García & Hugo Acosta",athleteprofile-1767226908534-h8r3hz|athleteprofile-1767226914534-gwqkqx,0,83,100%_bots,16,16,false
2026,tournament-2026-mum-gol-w23-3,Gold,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,24,24,false
2026,tournament-2026-syd-bro-w24-1,Bronze,"Mateo García & Hugo Acosta",athleteprofile-1767226908534-h8r3hz|athleteprofile-1767226914534-gwqkqx,0,83,100%_bots,16,16,false
2026,tournament-2026-nai-mas-w24-2,Masters,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,94.5,100%_reais,24,24,false
2026,tournament-2026-sao-gol-w25-1,Gold,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,24,24,false
2026,tournament-2026-cpt-bro-w26-1,Bronze,"Álvaro Costa & Diego Vega",athleteprofile-1767226974534-ordc36|athleteprofile-1767226979534-jxu94y,0,79.5,100%_bots,16,16,false
2026,tournament-2026-dub-sil-w26-2,Silver,"João Herrera & Miguel Alonso",athleteprofile-1767226890534-jlwftv|athleteprofile-1767226930534-khuw9g,0,84.5,100%_bots,16,16,false
2026,tournament-2026-osa-mas-w26-4,Masters,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,94.5,100%_reais,24,24,false
2026,tournament-2026-tok-pla-w26-3,Platinum,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,94.5,100%_reais,32,32,false
2026,tournament-2026-lon-gol-w27-1,Gold,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,24,24,false
2026,tournament-2026-cai-eli-w27-2,Elite,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,20,20,false
2026,tournament-2026-riy-bro-w28-1,Bronze,"Santiago Suárez & Tomás Rojas",athleteprofile-1767226898534-zye5wk|athleteprofile-1767226901534-k1bq9f,0,83,100%_bots,16,16,false
2026,tournament-2026-mel-mas-w28-2,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,24,24,false
2026,tournament-2026-cun-sil-w29-1,Silver,"Rubén Romero & Ignacio Cabrera",athleteprofile-1767226966534-7n0q2p|athleteprofile-1767226969534-ika4vd,0,80.5,100%_bots,16,16,false
2026,tournament-2026-cor-gol-w29-2,Gold,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,24,24,false
2026,tournament-2026-vie-pla-w29-3,Platinum,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,32,32,false
2026,tournament-2026-sin-cro-w29-4,Crown,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,20,20,false
2026,tournament-2026-lis-bro-w30-1,Bronze,"Mateo García & Hugo Acosta",athleteprofile-1767226908534-h8r3hz|athleteprofile-1767226914534-gwqkqx,0,83.5,100%_bots,16,16,false
2026,tournament-2026-bkk-mas-w30-2,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,24,24,false
2026,tournament-2026-syd-gol-w31-1,Gold,"Ignacio Vilariño Gestoso & Mario Del Castillo",real_ignacio_vilarino_gestoso|real_mario_del_castillo,2,82,100%_reais,24,24,false
2026,tournament-2026-sto-mas-w31-2,Masters,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95,100%_reais,24,24,false
2026,tournament-2026-ath-bro-w32-1,Bronze,"Pablo Rojas & Diego Cabrera",athleteprofile-1767226921534-ezmeu0|athleteprofile-1767227030534-pko1bf,0,78.5,100%_bots,16,16,false
2026,tournament-2026-mia-sil-w32-2,Silver,"Mateo García & Hugo Acosta",athleteprofile-1767226908534-h8r3hz|athleteprofile-1767226914534-gwqkqx,0,83.5,100%_bots,16,16,false
2026,tournament-2026-lim-pla-w32-3,Platinum,"Valentino Gabriel Libaak & Maximiliano Sánchez Blasco",real_valentino_gabriel_libaak|real_maximiliano_sanchez_blasco,2,84,100%_reais,32,32,false
2026,tournament-2026-rom-eli-w32-4,Elite,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95,100%_reais,20,20,false
2026,tournament-2026-bue-mas-w33-1,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,24,24,false
2026,tournament-2026-sao-bro-w34-1,Bronze,"Mateo García & Hugo Acosta",athleteprofile-1767226908534-h8r3hz|athleteprofile-1767226914534-gwqkqx,0,83.5,100%_bots,16,16,false
2026,tournament-2026-ber-gol-w34-2,Gold,"Franco Stupaczuk & Miguel Yanguas",real_franco_stupaczuk|real_miguel_yanguas,2,90.5,100%_reais,24,24,false
2026,tournament-2026-cph-sil-w35-1,Silver,"Mateo García & Hugo Acosta",athleteprofile-1767226908534-h8r3hz|athleteprofile-1767226914534-gwqkqx,0,83.5,100%_bots,16,16,false
2026,tournament-2026-tok-mas-w35-3,Masters,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95,100%_reais,24,24,false
2026,tournament-2026-bog-pla-w35-2,Platinum,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95,100%_reais,32,32,false
2026,tournament-2026-mil-bro-w36-1,Bronze,"Mateo García & Hugo Acosta",athleteprofile-1767226908534-h8r3hz|athleteprofile-1767226914534-gwqkqx,0,83.5,100%_bots,16,16,false
2026,tournament-2026-riy-gol-w36-2,Gold,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95,100%_reais,24,24,false
2026,tournament-2026-syd-eli-w36-3,Elite,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,20,20,false
2026,tournament-2026-cpt-mas-w37-1,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,24,24,false
2026,tournament-2026-sin-bro-w38-1,Bronze,"Javier Ferrer & Franco Herrera",athleteprofile-1767226996534-7q0geh|athleteprofile-1767226919534-k4a4r5,0,83,100%_bots,16,16,false
2026,tournament-2026-bcn-sil-w38-2,Silver,"Mateo García & Hugo Acosta",athleteprofile-1767226908534-h8r3hz|athleteprofile-1767226914534-gwqkqx,0,83.5,100%_bots,16,16,false
2026,tournament-2026-vie-gol-w38-3,Gold,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,24,24,false
2026,tournament-2026-ist-pla-w38-4,Platinum,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95,100%_reais,32,32,false
2026,tournament-2026-bkk-mas-w39-1,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,24,24,false
2026,tournament-2026-sto-bro-w40-1,Bronze,"João Herrera & Miguel Alonso",athleteprofile-1767226890534-jlwftv|athleteprofile-1767226930534-khuw9g,0,85,100%_bots,16,16,false
2026,tournament-2026-mia-gol-w40-2,Gold,"Mateo Alonso & Nicolás Silva",athleteprofile-1767226881534-zlet4q|athlete-005,0,83,100%_bots,24,24,false
2026,tournament-2026-ams-mas-w40-3,Masters,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95,100%_reais,24,24,false
2026,tournament-2026-rio-sil-w41-1,Silver,"João Herrera & Miguel Alonso",athleteprofile-1767226890534-jlwftv|athleteprofile-1767226930534-khuw9g,0,85,100%_bots,16,16,false
2026,tournament-2026-mad-pla-w41-2,Platinum,"João Herrera 171 & Bruno Acosta",athleteprofile-1767226944534-63kiek|athleteprofile-1767226911534-gqa33s,0,84,100%_bots,32,32,false
2026,tournament-2026-nai-eli-w41-3,Elite,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95,100%_reais,20,20,false
2026,tournament-2026-doh-cro-w41-4,Crown,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,20,20,false
2026,tournament-2026-riy-bro-w42-1,Bronze,"João Herrera & Miguel Alonso",athleteprofile-1767226890534-jlwftv|athleteprofile-1767226930534-khuw9g,0,85,100%_bots,16,16,false
2026,tournament-2026-mum-mas-w42-2,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,24,24,false
2026,tournament-2026-cph-gol-w43-1,Gold,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,24,24,false
2026,tournament-2026-bog-bro-w44-1,Bronze,"Miguel Romero & Lucas Miranda 242",athleteprofile-1767226893534-gbsil1|athleteprofile-1767227015534-zq9qxt,0,81,100%_bots,16,16,false
2026,tournament-2026-bkk-sil-w44-2,Silver,"André Cabrera & Rafael López",athleteprofile-1767226888534-ghp8qe|athleteprofile-1767227036534-nibowo,0,80,100%_bots,16,16,false
2026,tournament-2026-par-mas-w44-4,Masters,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95,100%_reais,24,24,false
2026,tournament-2026-osa-pla-w44-3,Platinum,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,32,32,false
2026,tournament-2026-vie-gol-w45-1,Gold,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,24,24,false
2026,tournament-2026-rom-bro-w46-1,Bronze,"João Herrera & Miguel Alonso",athleteprofile-1767226890534-jlwftv|athleteprofile-1767226930534-khuw9g,0,85.5,100%_bots,16,16,false
2026,tournament-2026-seo-eli-w46-2,Elite,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,20,20,false
2026,tournament-2026-akl-sil-w47-1,Silver,"João Herrera & Miguel Alonso",athleteprofile-1767226890534-jlwftv|athleteprofile-1767226930534-khuw9g,0,85.5,100%_bots,16,16,false
2026,tournament-2026-mil-pla-w47-2,Platinum,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95,100%_reais,32,32,false
2026,tournament-2026-ams-leg-w52-1,Legacy Finals,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,8,7,true
2027,tournament-2027-pra-bro-w01-1,Bronze,"João Herrera & Miguel Alonso",athleteprofile-1767226890534-jlwftv|athleteprofile-1767226930534-khuw9g,0,86,100%_bots,16,16,false
2027,tournament-2027-bcn-gol-w01-2,Gold,"João Herrera & Miguel Alonso",athleteprofile-1767226890534-jlwftv|athleteprofile-1767226930534-khuw9g,0,86,100%_bots,24,24,false
2027,tournament-2027-ams-mas-w01-3,Masters,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95,100%_reais,24,24,false
2027,tournament-2027-sha-mas-w01-4,Masters,"André Romero & Felipe Costa",athleteprofile-1767226913534-bys9ja|athleteprofile-1767226929534-4thech,0,84,100%_bots,24,24,false
2027,tournament-2027-nai-sil-w02-1,Silver,"Santiago Suárez & Tomás Rojas",athleteprofile-1767226898534-zye5wk|athleteprofile-1767226901534-k1bq9f,0,84,100%_bots,16,16,false
2027,tournament-2027-riy-gol-w02-2,Gold,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95,100%_reais,24,24,false
2027,tournament-2027-bkk-bro-w03-1,Bronze,"Santiago Suárez & Tomás Rojas",athleteprofile-1767226898534-zye5wk|athleteprofile-1767226901534-k1bq9f,0,84,100%_bots,16,16,false
2027,tournament-2027-sto-mas-w03-2,Masters,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95,100%_reais,24,24,false
2027,tournament-2027-lis-eli-w03-3,Elite,"Francisco Navarro & Jon Sanz",real_francisco_navarro|real_jon_sanz,2,88,100%_reais,20,20,false
2027,tournament-2027-sin-mas-w04-2,Masters,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95,100%_reais,24,24,false
2027,tournament-2027-ath-pla-w04-1,Platinum,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95,100%_reais,32,32,false
2027,tournament-2027-san-bro-w05-1,Bronze,"Álvaro Montiel Caruso & José Luis González",real_alvaro_montiel_caruso|real_jose_luis_gonzalez,2,81.5,100%_reais,16,16,false
2027,tournament-2027-mum-sil-w05-2,Silver,"Santiago Suárez & Tomás Rojas",athleteprofile-1767226898534-zye5wk|athleteprofile-1767226901534-k1bq9f,0,84,100%_bots,16,16,false
2027,tournament-2027-lim-gol-w05-3,Gold,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,24,24,false
2027,tournament-2027-tor-mas-w06-1,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,24,24,false
2027,tournament-2027-lon-cro-w06-2,Crown,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,20,20,false
2027,tournament-2027-riy-bro-w07-1,Bronze,"Tomás Santos & Pedro Sánchez",athleteprofile-1767226980534-2itk5x|athleteprofile-1767226943534-4zin2f,0,81.5,100%_bots,16,16,false
2027,tournament-2027-seo-gol-w07-2,Gold,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,24,24,false
2027,tournament-2027-nai-pla-w07-3,Platinum,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,32,32,false
2027,tournament-2027-mex-sil-w08-1,Silver,"Rubén Méndez & Lucas Costa",athleteprofile-1767226959534-8js4h0|athleteprofile-1767226960534-c7sy40,0,81,100%_bots,16,16,false
2027,tournament-2027-sao-mas-w08-2,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,24,24,false
2027,tournament-2027-osa-eli-w08-3,Elite,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95,100%_reais,20,20,false
2027,tournament-2027-dub-bro-w09-1,Bronze,"Rubén Méndez & Lucas Costa",athleteprofile-1767226959534-8js4h0|athleteprofile-1767226960534-c7sy40,0,81,100%_bots,16,16,false
2027,tournament-2027-ath-gol-w09-2,Gold,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,24,24,false
2027,tournament-2027-cai-mas-w10-2,Masters,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95,100%_reais,24,24,false
2027,tournament-2027-pra-pla-w10-1,Platinum,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,32,32,false
2027,tournament-2027-cun-bro-w11-1,Bronze,"Miguel Romero & Lucas Miranda 242",athleteprofile-1767226893534-gbsil1|athleteprofile-1767227015534-zq9qxt,0,81,100%_bots,16,16,false
2027,tournament-2027-mel-sil-w11-2,Silver,"Mateo García & Hugo Acosta",athleteprofile-1767226908534-h8r3hz|athleteprofile-1767226914534-gwqkqx,0,83,100%_bots,16,16,false
2027,tournament-2027-ist-gol-w11-3,Gold,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95,100%_reais,24,24,false
2027,tournament-2027-bue-mas-w12-1,Masters,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95,100%_reais,24,24,false
2027,tournament-2027-lim-bro-w13-1,Bronze,"Pedro Herrera & Hugo Pereira",athleteprofile-1767226934534-g06eig|athleteprofile-1767226887534-wc2im5,0,83.5,100%_bots,16,16,false
2027,tournament-2027-sha-mas-w13-3,Masters,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95,100%_reais,24,24,false
2027,tournament-2027-san-pla-w13-2,Platinum,"Javier Ferrer & Franco Herrera",athleteprofile-1767226996534-7q0geh|athleteprofile-1767226919534-k4a4r5,0,83.5,100%_bots,32,32,false
2027,tournament-2027-akl-eli-w13-4,Elite,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,20,20,false
2027,tournament-2027-cor-sil-w14-1,Silver,"Daniel Campos & Daniel Navarro",athleteprofile-1767226916534-uv37yr|athleteprofile-1767226885534-3qi77d,0,85.5,100%_bots,16,16,false
2027,tournament-2027-sin-gol-w14-2,Gold,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95,100%_reais,24,24,false
2027,tournament-2027-ath-bro-w15-1,Bronze,"Mateo García & Hugo Acosta",athleteprofile-1767226908534-h8r3hz|athleteprofile-1767226914534-gwqkqx,0,83,100%_bots,16,16,false
2027,tournament-2027-vie-mas-w15-2,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,24,24,false
2027,tournament-2027-cas-gol-w16-1,Gold,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,24,24,false
2027,tournament-2027-mon-pla-w16-2,Platinum,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,32,32,false
2027,tournament-2027-lis-bro-w17-1,Bronze,"Álvaro Costa & Diego Vega",athleteprofile-1767226974534-ordc36|athleteprofile-1767226979534-jxu94y,0,81,100%_bots,16,16,false
