year,tournament_id,tier,champion_name,champion_ids,champion_real_count,champion_ovr_avg,classification,main_draw_size,simulated_entrants,incomplete
2026,tournament-2026-lax-sil-w06-1,Silver,"Diego Ortiz & Javier Ramos",athleteprofile-1767225994439-zlzatm|athleteprofile-1767225986439-6zhxkx,0,89.5,100%_bots,16,3,true
2026,tournament-2026-ams-sil-w24-1,Silver,"Agustín Tapia & Arturo Coello",athleteprofile-1767225672439-plnw39|athleteprofile-1767225665439-5zbure,2,97,100%_reais,16,27,false
2026,tournament-2026-mon-eli-w26-1,Elite,"Agustín Tapia & Arturo Coello",athleteprofile-1767225672439-plnw39|athleteprofile-1767225665439-5zbure,2,97,100%_reais,64,2,true
2026,tournament-2026-cor-pla-w28-1,Platinum,"Agustín Tapia & Arturo Coello",athleteprofile-1767225672439-plnw39|athleteprofile-1767225665439-5zbure,2,97,100%_reais,32,2,true
2026,tournament-2026-bkk-cro-w28-2,Crown,"Agustín Tapia & Arturo Coello",athleteprofile-1767225672439-plnw39|athleteprofile-1767225665439-5zbure,2,97,100%_reais,64,2,true
2026,tournament-2026-seo-gol-w30-1,Gold,"Agustín Tapia & Arturo Coello",athleteprofile-1767225672439-plnw39|athleteprofile-1767225665439-5zbure,2,97,100%_reais,32,32,false
2026,tournament-2026-mum-mas-w32-1,Masters,"Agustín Tapia & Arturo Coello",athleteprofile-1767225672439-plnw39|athleteprofile-1767225665439-5zbure,2,97,100%_reais,64,2,true
2026,tournament-2026-pra-sil-w34-1,Silver,"Agustín Tapia & Arturo Coello",athleteprofile-1767225672439-plnw39|athleteprofile-1767225665439-5zbure,2,97,100%_reais,16,32,false
2026,tournament-2026-sha-eli-w34-2,Elite,"Diego Vega & Pablo Ferrer",athleteprofile-1767225980439-a2snju|athleteprofile-1767225984439-78acj3,0,92.5,100%_bots,64,2,true
2026,tournament-2026-cph-pla-w36-1,Platinum,"Alejandro Galán & Federico Chingotto",athleteprofile-1767225682439-zm5u19|athleteprofile-1767225689439-tjm2v6,2,95,100%_reais,32,2,true
2026,tournament-2026-seo-gol-w38-1,Gold,"Agustín Tapia & Arturo Coello",athleteprofile-1767225672439-plnw39|athleteprofile-1767225665439-5zbure,2,97,100%_reais,32,32,false
2026,tournament-2026-doh-mas-w38-2,Masters,"Agustín Tapia & Arturo Coello",athleteprofile-1767225672439-plnw39|athleteprofile-1767225665439-5zbure,2,97,100%_reais,64,2,true
2026,tournament-2026-vie-cro-w40-1,Crown,"Alejandro Galán & Federico Chingotto",athleteprofile-1767225682439-zm5u19|athleteprofile-1767225689439-tjm2v6,2,95,100%_reais,64,2,true
2026,tournament-2026-sin-sil-w42-1,Silver,"Agustín Tapia & Arturo Coello",athleteprofile-1767225672439-plnw39|athleteprofile-1767225665439-5zbure,2,97,100%_reais,16,32,false
2026,tournament-2026-mel-eli-w44-1,Elite,"Alejandro Galán & Federico Chingotto",athleteprofile-1767225682439-zm5u19|athleteprofile-1767225689439-tjm2v6,2,95,100%_reais,64,2,true
2026,tournament-2026-sto-gol-w46-1,Gold,"Agustín Tapia & Arturo Coello",athleteprofile-1767225672439-plnw39|athleteprofile-1767225665439-5zbure,2,97,100%_reais,32,32,false
2026,tournament-2026-lon-pla-w46-2,Platinum,"Agustín Tapia & Arturo Coello",athleteprofile-1767225672439-plnw39|athleteprofile-1767225665439-5zbure,2,97,100%_reais,32,2,true
2026,tournament-2026-lax-mas-w48-1,Masters,"Agustín Tapia & Arturo Coello",athleteprofile-1767225672439-plnw39|athleteprofile-1767225665439-5zbure,2,97,100%_reais,64,2,true
2026,tournament-2026-mil-sil-w50-1,Silver,"Alejandro Galán & Federico Chingotto",athleteprofile-1767225682439-zm5u19|athleteprofile-1767225689439-tjm2v6,2,95,100%_reais,16,32,false
2026,tournament-2026-mum-pla-w52-1,Platinum,"Agustín Tapia & Arturo Coello",athleteprofile-1767225672439-plnw39|athleteprofile-1767225665439-5zbure,2,97,100%_reais,32,2,true
2026,tournament-2026-doh-cro-w52-2,Crown,"Agustín Tapia & Arturo Coello",athleteprofile-1767225672439-plnw39|athleteprofile-1767225665439-5zbure,2,97,100%_reais,64,2,true
2027,tournament-2027-par-sil-w06-1,Silver,"Agustín Tapia & Arturo Coello",athleteprofile-1767225672439-plnw39|athleteprofile-1767225665439-5zbure,2,97,100%_reais,16,32,false
2027,tournament-2027-bcn-gol-w08-1,Gold,"Alejandro Galán & Federico Chingotto",athleteprofile-1767225682439-zm5u19|athleteprofile-1767225689439-tjm2v6,2,95.5,100%_reais,32,32,false
2027,tournament-2027-cpt-sil-w10-1,Silver,"Pablo Ferrer & Diego Vega",athleteprofile-1767225984439-78acj3|athleteprofile-1767225980439-a2snju,0,94.5,100%_bots,16,32,false
2027,tournament-2027-rom-pla-w10-2,Platinum,"Arturo Coello & Agustín Tapia",athleteprofile-1767225665439-5zbure|athleteprofile-1767225672439-plnw39,2,97.5,100%_reais,32,2,true
2027,tournament-2027-bue-mas-w12-1,Masters,"Arturo Coello & Agustín Tapia",athleteprofile-1767225665439-5zbure|athleteprofile-1767225672439-plnw39,2,97.5,100%_reais,64,2,true
2027,tournament-2027-nai-gol-w14-1,Gold,"Alejandro Galán & Federico Chingotto",athleteprofile-1767225682439-zm5u19|athleteprofile-1767225689439-tjm2v6,2,95.5,100%_reais,32,32,false
2027,tournament-2027-cpt-sil-w16-1,Silver,"Arturo Coello & Agustín Tapia",athleteprofile-1767225665439-5zbure|athleteprofile-1767225672439-plnw39,2,97.5,100%_reais,16,32,false
2027,tournament-2027-mad-eli-w16-2,Elite,"Arturo Coello & Agustín Tapia",athleteprofile-1767225665439-5zbure|athleteprofile-1767225672439-plnw39,2,97.5,100%_reais,64,2,true
2027,tournament-2027-lax-cro-w18-1,Crown,"Arturo Coello & Agustín Tapia",athleteprofile-1767225665439-5zbure|athleteprofile-1767225672439-plnw39,2,97.5,100%_reais,64,2,true
2027,tournament-2027-tok-pla-w20-1,Platinum,"Alejandro Galán & Federico Chingotto",athleteprofile-1767225682439-zm5u19|athleteprofile-1767225689439-tjm2v6,2,95.5,100%_reais,32,2,true
2027,tournament-2027-seo-gol-w22-1,Gold,"Arturo Coello & Agustín Tapia",athleteprofile-1767225665439-5zbure|athleteprofile-1767225672439-plnw39,2,97.5,100%_reais,32,32,false
2027,tournament-2027-cph-mas-w22-2,Masters,"Alejandro Galán & Federico Chingotto",athleteprofile-1767225682439-zm5u19|athleteprofile-1767225689439-tjm2v6,2,95.5,100%_reais,64,2,true
2027,tournament-2027-cor-sil-w24-1,Silver,"Arturo Coello & Agustín Tapia",athleteprofile-1767225665439-5zbure|athleteprofile-1767225672439-plnw39,2,97.5,100%_reais,16,32,false
2027,tournament-2027-mad-eli-w26-1,Elite,"Diego Martínez & Rafael López",athleteprofile-1767225987439-3knk0h|athleteprofile-1767225991439-v5bzht,0,92,100%_bots,64,2,true
2027,tournament-2027-vie-pla-w28-1,Platinum,"Arturo Coello & Agustín Tapia",athleteprofile-1767225665439-5zbure|athleteprofile-1767225672439-plnw39,2,97.5,100%_reais,32,2,true
2027,tournament-2027-pra-cro-w28-2,Crown,"Alejandro Galán & Federico Chingotto",athleteprofile-1767225682439-zm5u19|athleteprofile-1767225689439-tjm2v6,2,95.5,100%_reais,64,2,true
2027,tournament-2027-cas-gol-w30-1,Gold,"Arturo Coello & Agustín Tapia",athleteprofile-1767225665439-5zbure|athleteprofile-1767225672439-plnw39,2,97.5,100%_reais,32,32,false
2027,tournament-2027-mel-mas-w32-1,Masters,"Arturo Coello & Agustín Tapia",athleteprofile-1767225665439-5zbure|athleteprofile-1767225672439-plnw39,2,97.5,100%_reais,64,2,true
2027,tournament-2027-akl-sil-w34-1,Silver,"Arturo Coello & Agustín Tapia",athleteprofile-1767225665439-5zbure|athleteprofile-1767225672439-plnw39,2,97.5,100%_reais,16,32,false
2027,tournament-2027-sha-eli-w34-2,Elite,"Alejandro Galán & Federico Chingotto",athleteprofile-1767225682439-zm5u19|athleteprofile-1767225689439-tjm2v6,2,95.5,100%_reais,64,2,true
2027,tournament-2027-dub-pla-w36-1,Platinum,"Arturo Coello & Agustín Tapia",athleteprofile-1767225665439-5zbure|athleteprofile-1767225672439-plnw39,2,97.5,100%_reais,32,2,true
2027,tournament-2027-mia-gol-w38-1,Gold,"Arturo Coello & Agustín Tapia",athleteprofile-1767225665439-5zbure|athleteprofile-1767225672439-plnw39,2,97.5,100%_reais,32,32,false
2027,tournament-2027-ber-mas-w38-2,Masters,"Arturo Coello & Agustín Tapia",athleteprofile-1767225665439-5zbure|athleteprofile-1767225672439-plnw39,2,97.5,100%_reais,64,2,true
2027,tournament-2027-osa-cro-w40-1,Crown,"Arturo Coello & Agustín Tapia",athleteprofile-1767225665439-5zbure|athleteprofile-1767225672439-plnw39,2,98,100%_reais,64,2,true
2027,tournament-2027-vie-sil-w42-1,Silver,"Gonzalo Acosta & Javier Fernández",athleteprofile-1767225996439-332nii|athleteprofile-1767226008439-8nhytx,0,92,100%_bots,16,32,false
2027,tournament-2027-ist-eli-w44-1,Elite,"Arturo Coello & Agustín Tapia",athleteprofile-1767225665439-5zbure|athleteprofile-1767225672439-plnw39,2,98,100%_reais,64,2,true
2027,tournament-2027-bcn-gol-w46-1,Gold,"Arturo Coello & Agustín Tapia",athleteprofile-1767225665439-5zbure|athleteprofile-1767225672439-plnw39,2,98,100%_reais,32,32,false
2027,tournament-2027-akl-pla-w46-2,Platinum,"Arturo Coello & Agustín Tapia",athleteprofile-1767225665439-5zbure|athleteprofile-1767225672439-plnw39,2,98,100%_reais,32,2,true
2027,tournament-2027-par-mas-w48-1,Masters,"Pablo Ferrer & Diego Vega",athleteprofile-1767225984439-78acj3|athleteprofile-1767225980439-a2snju,0,96,100%_bots,64,2,true
2027,tournament-2027-lis-sil-w50-1,Silver,"Pablo Ferrer & Diego Vega",athleteprofile-1767225984439-78acj3|athleteprofile-1767225980439-a2snju,0,96,100%_bots,16,32,false
2028,tournament-2027-sha-pla-w52-1,Platinum,"Pablo Ferrer & Diego Vega",athleteprofile-1767225984439-78acj3|athleteprofile-1767225980439-a2snju,0,96,100%_bots,32,2,true
2028,tournament-2027-tor-cro-w52-2,Crown,"Pablo Ferrer & Diego Vega",athleteprofile-1767225984439-78acj3|athleteprofile-1767225980439-a2snju,0,96,100%_bots,64,2,true
2028,tournament-2028-mia-sil-w06-1,Silver,"Tomás Medina & Bruno Silva",athleteprofile-1767225988439-brjtuw|athleteprofile-1767225985439-7u7znp,0,94,100%_bots,16,32,false
2028,tournament-2028-par-gol-w08-1,Gold,"Arturo Coello & Agustín Tapia",athleteprofile-1767225665439-5zbure|athleteprofile-1767225672439-plnw39,2,98,100%_reais,32,32,false
2028,tournament-2028-sto-sil-w10-1,Silver,"Alejandro Galán & Federico Chingotto",athleteprofile-1767225682439-zm5u19|athleteprofile-1767225689439-tjm2v6,2,95.5,100%_reais,16,32,false
2028,tournament-2028-sha-pla-w10-2,Platinum,"Alejandro Galán & Federico Chingotto",athleteprofile-1767225682439-zm5u19|athleteprofile-1767225689439-tjm2v6,2,95.5,100%_reais,32,2,true
2028,tournament-2028-akl-mas-w12-1,Masters,"Alejandro Galán & Federico Chingotto",athleteprofile-1767225682439-zm5u19|athleteprofile-1767225689439-tjm2v6,2,95.5,100%_reais,64,2,true
2028,tournament-2028-ams-gol-w14-1,Gold,"Arturo Coello & Agustín Tapia",athleteprofile-1767225665439-5zbure|athleteprofile-1767225672439-plnw39,2,98,100%_reais,32,32,false
2028,tournament-2028-tor-sil-w16-1,Silver,"Tomás Medina & Bruno Silva",athleteprofile-1767225988439-brjtuw|athleteprofile-1767225985439-7u7znp,0,94,100%_bots,16,32,false
2028,tournament-2028-lis-eli-w16-2,Elite,"Arturo Coello & Agustín Tapia",athleteprofile-1767225665439-5zbure|athleteprofile-1767225672439-plnw39,2,98,100%_reais,64,2,true
2028,tournament-2028-bkk-cro-w18-1,Crown,"Arturo Coello & Agustín Tapia",athleteprofile-1767225665439-5zbure|athleteprofile-1767225672439-plnw39,2,98,100%_reais,64,2,true
2028,tournament-2028-sha-pla-w20-1,Platinum,"Arturo Coello & Agustín Tapia",athleteprofile-1767225665439-5zbure|athleteprofile-1767225672439-plnw39,2,98,100%_reais,32,2,true
2028,tournament-2028-akl-gol-w22-1,Gold,"Arturo Coello & Agustín Tapia",athleteprofile-1767225665439-5zbure|athleteprofile-1767225672439-plnw39,2,98,100%_reais,32,32,false
2028,tournament-2028-par-mas-w22-2,Masters,"Arturo Coello & Agustín Tapia",athleteprofile-1767225665439-5zbure|athleteprofile-1767225672439-plnw39,2,98,100%_reais,64,2,true
2028,tournament-2028-cai-sil-w24-1,Silver,"Pablo Ferrer & Diego Vega",athleteprofile-1767225984439-78acj3|athleteprofile-1767225980439-a2snju,0,96,100%_bots,16,32,false
2028,tournament-2028-ath-eli-w26-1,Elite,"Arturo Coello & Agustín Tapia",athleteprofile-1767225665439-5zbure|athleteprofile-1767225672439-plnw39,2,98,100%_reais,64,2,true
2028,tournament-2028-cas-pla-w28-1,Platinum,"Arturo Coello & Agustín Tapia",athleteprofile-1767225665439-5zbure|athleteprofile-1767225672439-plnw39,2,98,100%_reais,32,2,true
2028,tournament-2028-cpt-cro-w28-2,Crown,"Diego Vega & Pablo Ferrer",athleteprofile-1767225980439-a2snju|athleteprofile-1767225984439-78acj3,0,96,100%_bots,64,2,true
2028,tournament-2028-mon-gol-w30-1,Gold,"Arturo Coello & Agustín Tapia",athleteprofile-1767225665439-5zbure|athleteprofile-1767225672439-plnw39,2,98,100%_reais,32,32,false
2028,tournament-2028-ist-mas-w32-1,Masters,"Diego Vega & Pablo Ferrer",athleteprofile-1767225980439-a2snju|athleteprofile-1767225984439-78acj3,0,96,100%_bots,64,2,true
2028,tournament-2028-cas-sil-w34-1,Silver,"Arturo Coello & Agustín Tapia",athleteprofile-1767225665439-5zbure|athleteprofile-1767225672439-plnw39,2,98,100%_reais,16,32,false
2028,tournament-2028-san-eli-w34-2,Elite,"Diego Vega & Pablo Ferrer",athleteprofile-1767225980439-a2snju|athleteprofile-1767225984439-78acj3,0,96,100%_bots,64,2,true
2028,tournament-2028-seo-pla-w36-1,Platinum,"Diego Vega & Pablo Ferrer",athleteprofile-1767225980439-a2snju|athleteprofile-1767225984439-78acj3,0,96,100%_bots,32,2,true
2028,tournament-2028-lim-gol-w38-1,Gold,"Arturo Coello & Agustín Tapia",athleteprofile-1767225665439-5zbure|athleteprofile-1767225672439-plnw39,2,98,100%_reais,32,32,false
2028,tournament-2028-cpt-mas-w38-2,Masters,"Diego Vega & Pablo Ferrer",athleteprofile-1767225980439-a2snju|athleteprofile-1767225984439-78acj3,0,96,100%_bots,64,2,true
2028,tournament-2028-rom-cro-w40-1,Crown,"Arturo Coello & Agustín Tapia",athleteprofile-1767225665439-5zbure|athleteprofile-1767225672439-plnw39,2,98,100%_reais,64,2,true
2028,tournament-2028-lax-sil-w42-1,Silver,"Arturo Coello & Agustín Tapia",athleteprofile-1767225665439-5zbure|athleteprofile-1767225672439-plnw39,2,98,100%_reais,16,32,false
2028,tournament-2028-bcn-eli-w44-1,Elite,"Arturo Coello & Agustín Tapia",athleteprofile-1767225665439-5zbure|athleteprofile-1767225672439-plnw39,2,98,100%_reais,64,2,true
2028,tournament-2028-sto-gol-w46-1,Gold,"Diego Vega & Pablo Ferrer",athleteprofile-1767225980439-a2snju|athleteprofile-1767225984439-78acj3,0,96,100%_bots,32,32,false
2028,tournament-2028-cph-pla-w46-2,Platinum,"Diego Martínez & Rafael López",athleteprofile-1767225987439-3knk0h|athleteprofile-1767225991439-v5bzht,0,96.5,100%_bots,32,2,true
2028,tournament-2028-mex-mas-w48-1,Masters,"Arturo Coello & Agustín Tapia",athleteprofile-1767225665439-5zbure|athleteprofile-1767225672439-plnw39,2,98,100%_reais,64,2,true
2028,tournament-2028-sha-sil-w50-1,Silver,"Arturo Coello & Agustín Tapia",athleteprofile-1767225665439-5zbure|athleteprofile-1767225672439-plnw39,2,98,100%_reais,16,32,false
2029,tournament-2028-cun-pla-w52-1,Platinum,"Arturo Coello & Agustín Tapia",athleteprofile-1767225665439-5zbure|athleteprofile-1767225672439-plnw39,2,98,100%_reais,32,2,true
2029,tournament-2028-sao-cro-w52-2,Crown,"Arturo Coello & Agustín Tapia",athleteprofile-1767225665439-5zbure|athleteprofile-1767225672439-plnw39,2,98,100%_reais,64,2,true
2029,tournament-2029-bog-sil-w06-1,Silver,"Arturo Coello & Agustín Tapia",athleteprofile-1767225665439-5zbure|athleteprofile-1767225672439-plnw39,2,98,100%_reais,16,32,false
2029,tournament-2029-lon-gol-w08-1,Gold,"Arturo Coello & Agustín Tapia",athleteprofile-1767225665439-5zbure|athleteprofile-1767225672439-plnw39,2,98,100%_reais,32,32,false
2029,tournament-2029-mum-sil-w10-1,Silver,"Arturo Coello & Agustín Tapia",athleteprofile-1767225665439-5zbure|athleteprofile-1767225672439-plnw39,2,98,100%_reais,16,32,false
2029,tournament-2029-vie-pla-w10-2,Platinum,"Arturo Coello & Agustín Tapia",athleteprofile-1767225665439-5zbure|athleteprofile-1767225672439-plnw39,2,98,100%_reais,32,2,true
2029,tournament-2029-cph-mas-w12-1,Masters,"Arturo Coello & Agustín Tapia",athleteprofile-1767225665439-5zbure|athleteprofile-1767225672439-plnw39,2,98,100%_reais,64,2,true
2029,tournament-2029-riy-gol-w14-1,Gold,"Arturo Coello & Agustín Tapia",athleteprofile-1767225665439-5zbure|athleteprofile-1767225672439-plnw39,2,98,100%_reais,32,32,false
2029,tournament-2029-bcn-sil-w16-1,Silver,"Diego Martínez & Rafael López",athleteprofile-1767225987439-3knk0h|athleteprofile-1767225991439-v5bzht,0,97,100%_bots,16,32,false
2029,tournament-2029-akl-eli-w16-2,Elite,"Diego Martínez & Rafael López",athleteprofile-1767225987439-3knk0h|athleteprofile-1767225991439-v5bzht,0,97,100%_bots,64,2,true
2029,tournament-2029-vie-cro-w18-1,Crown,"Diego Martínez & Rafael López",athleteprofile-1767225987439-3knk0h|athleteprofile-1767225991439-v5bzht,0,97,100%_bots,64,2,true
2029,tournament-2029-pra-pla-w20-1,Platinum,"Arturo Coello & Agustín Tapia",athleteprofile-1767225665439-5zbure|athleteprofile-1767225672439-plnw39,2,98,100%_reais,32,2,true
2029,tournament-2029-mia-gol-w22-1,Gold,"Diego Martínez & Rafael López",athleteprofile-1767225987439-3knk0h|athleteprofile-1767225991439-v5bzht,0,97.5,100%_bots,32,32,false
2029,tournament-2029-seo-mas-w22-2,Masters,"Arturo Coello & Agustín Tapia",athleteprofile-1767225665439-5zbure|athleteprofile-1767225672439-plnw39,2,98,100%_reais,64,2,true
2029,tournament-2029-cor-sil-w24-1,Silver,"Arturo Coello & Agustín Tapia",athleteprofile-1767225665439-5zbure|athleteprofile-1767225672439-plnw39,2,98,100%_reais,16,32,false
2029,tournament-2029-mon-eli-w26-1,Elite,"Arturo Coello & Agustín Tapia",athleteprofile-1767225665439-5zbure|athleteprofile-1767225672439-plnw39,2,98,100%_reais,64,2,true
2029,tournament-2029-sin-pla-w28-1,Platinum,"Álvaro Costa & Diego Vega",athleteprofile-1767225977439-9oyuam|athleteprofile-1767225980439-a2snju,0,97.5,100%_bots,32,2,true
2029,tournament-2029-bcn-cro-w28-2,Crown,"Arturo Coello & Agustín Tapia",athleteprofile-1767225665439-5zbure|athleteprofile-1767225672439-plnw39,2,98,100%_reais,64,2,true
2029,tournament-2029-cas-gol-w30-1,Gold,"Martín Di Nenno & Pablo Cardona",athleteprofile-1767225750439-etpl01|athleteprofile-1767225808439-zj9b0g,2,94,100%_reais,32,32,false
2029,tournament-2029-ath-mas-w32-1,Masters,"Álvaro Costa & Diego Vega",athleteprofile-1767225977439-9oyuam|athleteprofile-1767225980439-a2snju,0,97.5,100%_bots,64,2,true
2029,tournament-2029-cpt-sil-w34-1,Silver,"Alejandro Galán & Federico Chingotto",athleteprofile-1767225682439-zm5u19|athleteprofile-1767225689439-tjm2v6,2,96,100%_reais,16,32,false
2029,tournament-2029-riy-eli-w34-2,Elite,"Arturo Coello & Agustín Tapia",athleteprofile-1767225665439-5zbure|athleteprofile-1767225672439-plnw39,2,98,100%_reais,64,2,true
2029,tournament-2029-nyc-pla-w36-1,Platinum,"Arturo Coello & Agustín Tapia",athleteprofile-1767225665439-5zbure|athleteprofile-1767225672439-plnw39,2,98,100%_reais,32,2,true
2029,tournament-2029-lax-gol-w38-1,Gold,"Diego Martínez & Rafael López",athleteprofile-1767225987439-3knk0h|athleteprofile-1767225991439-v5bzht,0,97.5,100%_bots,32,32,false
2029,tournament-2029-tor-mas-w38-2,Masters,"Alejandro Galán & Federico Chingotto",athleteprofile-1767225682439-zm5u19|athleteprofile-1767225689439-tjm2v6,2,96,100%_reais,64,2,true
2029,tournament-2029-cun-cro-w40-1,Crown,"Diego Martínez & Rafael López",athleteprofile-1767225987439-3knk0h|athleteprofile-1767225991439-v5bzht,0,98,100%_bots,64,2,true
2029,tournament-2029-bkk-sil-w42-1,Silver,"Diego Martínez & Rafael López",athleteprofile-1767225987439-3knk0h|athleteprofile-1767225991439-v5bzht,0,98,100%_bots,16,32,false
2029,tournament-2029-par-eli-w44-1,Elite,"Diego Martínez & Rafael López",athleteprofile-1767225987439-3knk0h|athleteprofile-1767225991439-v5bzht,0,98,100%_bots,64,2,true
2029,tournament-2029-mex-gol-w46-1,Gold,"Álvaro Costa & Diego Vega",athleteprofile-1767225977439-9oyuam|athleteprofile-1767225980439-a2snju,0,97.5,100%_bots,32,32,false
2029,tournament-2029-nai-pla-w46-2,Platinum,"Agustín Tapia & Arturo Coello",athleteprofile-1767225672439-plnw39|athleteprofile-1767225665439-5zbure,2,98,100%_reais,32,2,true
2029,tournament-2029-bog-mas-w48-1,Masters,"Diego Martínez & Rafael López",athleteprofile-1767225987439-3knk0h|athleteprofile-1767225991439-v5bzht,0,98,100%_bots,64,2,true
2029,tournament-2029-seo-sil-w50-1,Silver,"Agustín Tapia & Arturo Coello",athleteprofile-1767225672439-plnw39|athleteprofile-1767225665439-5zbure,2,98,100%_reais,16,32,false
2030,tournament-2029-tor-pla-w52-1,Platinum,"Alejandro Galán & Federico Chingotto",athleteprofile-1767225682439-zm5u19|athleteprofile-1767225689439-tjm2v6,2,96,100%_reais,32,2,true
2030,tournament-2029-dub-cro-w52-2,Crown,"Alejandro Galán & Federico Chingotto",athleteprofile-1767225682439-zm5u19|athleteprofile-1767225689439-tjm2v6,2,96,100%_reais,64,2,true
2030,tournament-2030-cor-sil-w06-1,Silver,"Diego Martínez & Rafael López",athleteprofile-1767225987439-3knk0h|athleteprofile-1767225991439-v5bzht,0,98,100%_bots,16,32,false
2030,tournament-2030-tok-gol-w08-1,Gold,"Álvaro Costa & Diego Vega",athleteprofile-1767225977439-9oyuam|athleteprofile-1767225980439-a2snju,0,97.5,100%_bots,32,32,false
2030,tournament-2030-lim-sil-w10-1,Silver,"Álvaro Costa & Diego Vega",athleteprofile-1767225977439-9oyuam|athleteprofile-1767225980439-a2snju,0,97.5,100%_bots,16,32,false
2030,tournament-2030-lax-pla-w10-2,Platinum,"Álvaro Costa & Diego Vega",athleteprofile-1767225977439-9oyuam|athleteprofile-1767225980439-a2snju,0,97.5,100%_bots,32,2,true
2030,tournament-2030-bue-mas-w12-1,Masters,"Agustín Tapia & Arturo Coello",athleteprofile-1767225672439-plnw39|athleteprofile-1767225665439-5zbure,2,98,100%_reais,64,2,true
2030,tournament-2030-cas-gol-w14-1,Gold,"Pedro Iglesias & Javier Herrera",athleteprofile-1767225974439-g9xvg2|athleteprofile-1767226013439-iyrn38,0,96.5,100%_bots,32,32,false
2030,tournament-2030-mum-sil-w16-1,Silver,"Álvaro Costa & Diego Vega",athleteprofile-1767225977439-9oyuam|athleteprofile-1767225980439-a2snju,0,97.5,100%_bots,16,32,false
2030,tournament-2030-par-eli-w16-2,Elite,"Diego Martínez & Rafael López",athleteprofile-1767225987439-3knk0h|athleteprofile-1767225991439-v5bzht,0,98,100%_bots,64,2,true
2030,tournament-2030-doh-cro-w18-1,Crown,"Álvaro Costa & Diego Vega",athleteprofile-1767225977439-9oyuam|athleteprofile-1767225980439-a2snju,0,97.5,100%_bots,64,2,true
2030,tournament-2030-bue-pla-w20-1,Platinum,"Álvaro Costa & Diego Vega",athleteprofile-1767225977439-9oyuam|athleteprofile-1767225980439-a2snju,0,97.5,100%_bots,32,2,true
2030,tournament-2030-lon-gol-w22-1,Gold,"Álvaro Costa & Diego Vega",athleteprofile-1767225977439-9oyuam|athleteprofile-1767225980439-a2snju,0,97.5,100%_bots,32,32,false
2030,tournament-2030-lis-mas-w22-2,Masters,"Álvaro Costa & Diego Vega",athleteprofile-1767225977439-9oyuam|athleteprofile-1767225980439-a2snju,0,97.5,100%_bots,64,2,true
2030,tournament-2030-sha-sil-w24-1,Silver,"Alejandro Galán & Federico Chingotto",athleteprofile-1767225682439-zm5u19|athleteprofile-1767225689439-tjm2v6,2,96,100%_reais,16,32,false
2030,tournament-2030-osa-eli-w26-1,Elite,"Diego Martínez & Rafael López",athleteprofile-1767225987439-3knk0h|athleteprofile-1767225991439-v5bzht,0,98,100%_bots,64,2,true
